Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-2400,0,"0x0000",0,-2400.000,0.000,-2400.000,0.000
-2399,1048576,"0x100000",1048576,-2398.828,-0.172,-2398.828,-0.172
-2398,1835008,"0x1C0000",786432,-2397.949,-0.051,-2397.949,-0.051
-2397,2883584,"0x2C0000",1048576,-2396.777,-0.223,-2396.777,-0.223
-2396,3670016,"0x380000",786432,-2395.898,-0.102,-2395.898,-0.102
-2395,4718592,"0x480000",1048576,-2394.727,-0.273,-2394.727,-0.273
-2394,5505024,"0x540000",786432,-2393.848,-0.152,-2393.848,-0.152
-2393,6291456,"0x600000",786432,-2392.969,-0.031,-2392.969,-0.031
-2392,7340032,"0x700000",1048576,-2391.797,-0.203,-2391.797,-0.203
-2391,8126464,"0x7C0000",786432,-2390.918,-0.082,-2390.918,-0.082
-2390,9175040,"0x8C0000",1048576,-2389.746,-0.254,-2389.746,-0.254
-2389,9961472,"0x980000",786432,-2388.867,-0.133,-2388.867,-0.133
-2388,10747904,"0xA40000",786432,-2387.988,-0.012,-2387.988,-0.012
-2387,11796480,"0xB40000",1048576,-2386.816,-0.184,-2386.816,-0.184
-2386,12582912,"0xC00000",786432,-2385.938,-0.062,-2385.938,-0.063
-2385,13631488,"0xD00000",1048576,-2384.766,-0.234,-2384.766,-0.234
-2384,14417920,"0xDC0000",786432,-2383.887,-0.113,-2383.887,-0.113
-2383,15466496,"0xEC0000",1048576,-2382.715,-0.285,-2382.715,-0.285
-2382,16252928,"0xF80000",786432,-2381.836,-0.164,-2381.836,-0.164
-2381,17039360,"0x1040000",786432,-2380.957,-0.043,-2380.957,-0.043
-2380,18087936,"0x1140000",1048576,-2379.785,-0.215,-2379.785,-0.215
-2379,18874368,"0x1200000",786432,-2378.906,-0.094,-2378.906,-0.094
-2378,19922944,"0x1300000",1048576,-2377.734,-0.266,-2377.734,-0.266
-2377,20709376,"0x13C0000",786432,-2376.855,-0.145,-2376.855,-0.145
-2376,21495808,"0x1480000",786432,-2375.977,-0.023,-2375.977,-0.023
-2375,22544384,"0x1580000",1048576,-2374.805,-0.195,-2374.805,-0.195
-2374,23330816,"0x1640000",786432,-2373.926,-0.074,-2373.926,-0.074
-2373,24379392,"0x1740000",1048576,-2372.754,-0.246,-2372.754,-0.246
-2372,25165824,"0x1800000",786432,-2371.875,-0.125,-2371.875,-0.125
-2371,25952256,"0x18C0000",786432,-2370.996,-0.004,-2370.996,-0.004
-2370,27000832,"0x19C0000",1048576,-2369.824,-0.176,-2369.824,-0.176
-2369,27787264,"0x1A80000",786432,-2368.945,-0.055,-2368.945,-0.055
-2368,28835840,"0x1B80000",1048576,-2367.773,-0.227,-2367.773,-0.227
-2367,29622272,"0x1C40000",786432,-2366.895,-0.105,-2366.895,-0.105
-2366,30670848,"0x1D40000",1048576,-2365.723,-0.277,-2365.723,-0.277
-2365,31457280,"0x1E00000",786432,-2364.844,-0.156,-2364.844,-0.156
