Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-4800,0,"0x0000",0,-4800.000,0.000,-4800.000,0.000
-4799,524288,"0x80000",524288,-4798.828,-0.172,-4798.828,-0.172
-4798,1048576,"0x100000",524288,-4797.656,-0.344,-4797.656,-0.344
-4797,1572864,"0x180000",524288,-4796.484,-0.516,-4796.484,-0.516
-4796,1835008,"0x1C0000",262144,-4795.898,-0.102,-4795.898,-0.102
-4795,2359296,"0x240000",524288,-4794.727,-0.273,-4794.727,-0.273
-4794,2883584,"0x2C0000",524288,-4793.555,-0.445,-4793.555,-0.445
-4793,3145728,"0x300000",262144,-4792.969,-0.031,-4792.969,-0.031
-4792,3670016,"0x380000",524288,-4791.797,-0.203,-4791.797,-0.203
-4791,4194304,"0x400000",524288,-4790.625,-0.375,-4790.625,-0.375
-4790,4718592,"0x480000",524288,-4789.453,-0.547,-4789.453,-0.547
-4789,4980736,"0x4C0000",262144,-4788.867,-0.133,-4788.867,-0.133
-4788,5505024,"0x540000",524288,-4787.695,-0.305,-4787.695,-0.305
-4787,6029312,"0x5C0000",524288,-4786.523,-0.477,-4786.523,-0.477
-4786,6291456,"0x600000",262144,-4785.938,-0.062,-4785.938,-0.063
-4785,6815744,"0x680000",524288,-4784.766,-0.234,-4784.766,-0.234
-4784,7340032,"0x700000",524288,-4783.594,-0.406,-4783.594,-0.406
-4783,7864320,"0x780000",524288,-4782.422,-0.578,-4782.422,-0.578
-4782,8126464,"0x7C0000",262144,-4781.836,-0.164,-4781.836,-0.164
-4781,8650752,"0x840000",524288,-4780.664,-0.336,-4780.664,-0.336
-4780,9175040,"0x8C0000",524288,-4779.492,-0.508,-4779.492,-0.508
-4779,9437184,"0x900000",262144,-4778.906,-0.094,-4778.906,-0.094
-4778,9961472,"0x980000",524288,-4777.734,-0.266,-4777.734,-0.266
-4777,10485760,"0xA00000",524288,-4776.563,-0.437,-4776.563,-0.438
-4776,10747904,"0xA40000",262144,-4775.977,-0.023,-4775.977,-0.023
-4775,11272192,"0xAC0000",524288,-4774.805,-0.195,-4774.805,-0.195
-4774,11796480,"0xB40000",524288,-4773.633,-0.367,-4773.633,-0.367
-4773,12320768,"0xBC0000",524288,-4772.461,-0.539,-4772.461,-0.539
-4772,12582912,"0xC00000",262144,-4771.875,-0.125,-4771.875,-0.125
-4771,13107200,"0xC80000",524288,-4770.703,-0.297,-4770.703,-0.297
-4770,13631488,"0xD00000",524288,-4769.531,-0.469,-4769.531,-0.469
-4769,13893632,"0xD40000",262144,-4768.945,-0.055,-4768.945,-0.055
-4768,14417920,"0xDC0000",524288,-4767.773,-0.227,-4767.773,-0.227
