Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-100,0,"0x0000",0,-100.000,0.000,-100.000,0.000
-99,21474837,"0x147AE15",21474837,-99.000,0.000,-99.000,-0.000
-98,42949673,"0x28F5C29",21474836,-98.000,0.000,-98.000,-0.000
-97,64424510,"0x3D70A3E",21474837,-97.000,0.000,-97.000,-0.000
-96,85899346,"0x51EB852",21474836,-96.000,0.000,-96.000,-0.000
-95,107374183,"0x6666667",21474837,-95.000,0.000,-95.000,-0.000
-94,128849019,"0x7AE147B",21474836,-94.000,0.000,-94.000,-0.000
-93,150323856,"0x8F5C290",21474837,-93.000,0.000,-93.000,-0.000
-92,171798692,"0xA3D70A4",21474836,-92.000,0.000,-92.000,-0.000
-91,193273529,"0xB851EB9",21474837,-91.000,0.000,-91.000,-0.000
-90,214748365,"0xCCCCCCD",21474836,-90.000,0.000,-90.000,-0.000
-89,236223202,"0xE147AE2",21474837,-89.000,0.000,-89.000,-0.000
-88,257698038,"0xF5C28F6",21474836,-88.000,0.000,-88.000,-0.000
-87,279172875,"0x10A3D70B",21474837,-87.000,0.000,-87.000,-0.000
-86,300647711,"0x11EB851F",21474836,-86.000,0.000,-86.000,-0.000
-85,322122548,"0x13333334",21474837,-85.000,0.000,-85.000,-0.000
-84,343597384,"0x147AE148",21474836,-84.000,0.000,-84.000,-0.000
-83,365072221,"0x15C28F5D",21474837,-83.000,-0.000,-83.000,-0.000
-82,386547057,"0x170A3D71",21474836,-82.000,0.000,-82.000,-0.000
-81,408021894,"0x1851EB86",21474837,-81.000,-0.000,-81.000,-0.000
-80,429496730,"0x1999999A",21474836,-80.000,0.000,-80.000,-0.000
-79,450971567,"0x1AE147AF",21474837,-79.000,-0.000,-79.000,-0.000
-78,472446403,"0x1C28F5C3",21474836,-78.000,0.000,-78.000,-0.000
-77,493921240,"0x1D70A3D8",21474837,-77.000,-0.000,-77.000,-0.000
-76,515396076,"0x1EB851EC",21474836,-76.000,0.000,-76.000,-0.000
-75,536870912,"0x20000000",21474836,-75.000,0.000,-75.000,0.000
-74,558345749,"0x2147AE15",21474837,-74.000,0.000,-74.000,-0.000
-73,579820585,"0x228F5C29",21474836,-73.000,0.000,-73.000,-0.000
-72,601295422,"0x23D70A3E",21474837,-72.000,0.000,-72.000,-0.000
-71,622770258,"0x251EB852",21474836,-71.000,0.000,-71.000,-0.000
-70,644245095,"0x26666667",21474837,-70.000,0.000,-70.000,-0.000
-69,665719931,"0x27AE147B",21474836,-69.000,0.000,-69.000,-0.000
-68,687194768,"0x28F5C290",21474837,-68.000,0.000,-68.000,-0.000
-67,708669604,"0x2A3D70A4",21474836,-67.000,0.000,-67.000,-0.000
-66,730144441,"0x2B851EB9",21474837,-66.000,-0.000,-66.000,-0.000
-65,751619277,"0x2CCCCCCD",21474836,-65.000,0.000,-65.000,-0.000
-64,773094114,"0x2E147AE2",21474837,-64.000,-0.000,-64.000,-0.000
-63,794568950,"0x2F5C28F6",21474836,-63.000,0.000,-63.000,-0.000
-62,816043787,"0x30A3D70B",21474837,-62.000,-0.000,-62.000,-0.000
-61,837518623,"0x31EB851F",21474836,-61.000,0.000,-61.000,-0.000
-60,858993460,"0x33333334",21474837,-60.000,-0.000,-60.000,-0.000
-59,880468296,"0x347AE148",21474836,-59.000,0.000,-59.000,-0.000
-58,901943133,"0x35C28F5D",21474837,-58.000,-0.000,-58.000,-0.000
-57,923417969,"0x370A3D71",21474836,-57.000,0.000,-57.000,-0.000
-56,944892806,"0x3851EB86",21474837,-56.000,-0.000,-56.000,-0.000
-55,966367642,"0x3999999A",21474836,-55.000,0.000,-55.000,-0.000
-54,987842479,"0x3AE147AF",21474837,-54.000,-0.000,-54.000,-0.000
-53,1009317315,"0x3C28F5C3",21474836,-53.000,0.000,-53.000,-0.000
-52,1030792152,"0x3D70A3D8",21474837,-52.000,-0.000,-52.000,-0.000
-51,1052266988,"0x3EB851EC",21474836,-51.000,0.000,-51.000,-0.000
-50,1073741824,"0x40000000",21474836,-50.000,0.000,-50.000,0.000
-49,1095216661,"0x4147AE15",21474837,-49.000,-0.000,-49.000,-0.000
-48,1116691497,"0x428F5C29",21474836,-48.000,0.000,-48.000,-0.000
-47,1138166334,"0x43D70A3E",21474837,-47.000,-0.000,-47.000,-0.000
-46,1159641170,"0x451EB852",21474836,-46.000,0.000,-46.000,-0.000
-45,1181116007,"0x46666667",21474837,-45.000,-0.000,-45.000,-0.000
-44,1202590843,"0x47AE147B",21474836,-44.000,0.000,-44.000,-0.000
-43,1224065680,"0x48F5C290",21474837,-43.000,-0.000,-43.000,-0.000
-42,1245540516,"0x4A3D70A4",21474836,-42.000,0.000,-42.000,-0.000
-41,1267015353,"0x4B851EB9",21474837,-41.000,-0.000,-41.000,-0.000
-40,1288490189,"0x4CCCCCCD",21474836,-40.000,0.000,-40.000,-0.000
-39,1309965026,"0x4E147AE2",21474837,-39.000,-0.000,-39.000,-0.000
-38,1331439862,"0x4F5C28F6",21474836,-38.000,0.000,-38.000,-0.000
-37,1352914699,"0x50A3D70B",21474837,-37.000,-0.000,-37.000,-0.000
-36,1374389535,"0x51EB851F",21474836,-36.000,0.000,-36.000,-0.000
-35,1395864372,"0x53333334",21474837,-35.000,-0.000,-35.000,-0.000
-34,1417339208,"0x547AE148",21474836,-34.000,0.000,-34.000,-0.000
-33,1438814045,"0x55C28F5D",21474837,-33.000,-0.000,-33.000,-0.000
-32,1460288881,"0x570A3D71",21474836,-32.000,-0.000,-32.000,-0.000
-31,1481763718,"0x5851EB86",21474837,-31.000,-0.000,-31.000,-0.000
-30,1503238554,"0x5999999A",21474836,-30.000,-0.000,-30.000,-0.000
-29,1524713391,"0x5AE147AF",21474837,-29.000,-0.000,-29.000,-0.000
-28,1546188227,"0x5C28F5C3",21474836,-28.000,-0.000,-28.000,-0.000
-27,1567663064,"0x5D70A3D8",21474837,-27.000,-0.000,-27.000,-0.000
-26,1589137900,"0x5EB851EC",21474836,-26.000,-0.000,-26.000,-0.000
-25,1610612736,"0x60000000",21474836,-25.000,0.000,-25.000,0.000
-24,1632087573,"0x6147AE15",21474837,-24.000,-0.000,-24.000,-0.000
-23,1653562409,"0x628F5C29",21474836,-23.000,0.000,-23.000,-0.000
-22,1675037246,"0x63D70A3E",21474837,-22.000,-0.000,-22.000,-0.000
-21,1696512082,"0x651EB852",21474836,-21.000,0.000,-21.000,-0.000
-20,1717986919,"0x66666667",21474837,-20.000,-0.000,-20.000,-0.000
-19,1739461755,"0x67AE147B",21474836,-19.000,0.000,-19.000,-0.000
-18,1760936592,"0x68F5C290",21474837,-18.000,-0.000,-18.000,-0.000
-17,1782411428,"0x6A3D70A4",21474836,-17.000,0.000,-17.000,-0.000
