Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-4800,0,"0x0000",0,-4800.000,0.000,-4800.000,0.000
-4799,1,"0x0001",1,-4800.000,1.000,-4799.414,0.414
-4798,3,"0x0003",2,-4798.828,0.828,-4798.242,0.242
-4797,5,"0x0005",2,-4797.656,0.656,-4797.070,0.070
-4796,6,"0x0006",1,-4797.070,1.070,-4796.484,0.484
-4795,8,"0x0008",2,-4795.898,0.898,-4795.313,0.313
-4794,10,"0x000A",2,-4794.726,0.726,-4794.141,0.141
-4793,11,"0x000B",1,-4794.140,1.140,-4793.555,0.555
-4792,13,"0x000D",2,-4792.968,0.968,-4792.383,0.383
-4791,15,"0x000F",2,-4791.796,0.796,-4791.211,0.211
-4790,17,"0x0011",2,-4790.624,0.624,-4790.039,0.039
-4789,18,"0x0012",1,-4790.038,1.038,-4789.453,0.453
-4788,20,"0x0014",2,-4788.866,0.866,-4788.281,0.281
-4787,22,"0x0016",2,-4787.694,0.694,-4787.109,0.109
-4786,23,"0x0017",1,-4787.108,1.108,-4786.523,0.523
-4785,25,"0x0019",2,-4785.936,0.936,-4785.352,0.352
-4784,27,"0x001B",2,-4784.764,0.764,-4784.180,0.180
-4783,29,"0x001D",2,-4783.592,0.592,-4783.008,0.008
-4782,30,"0x001E",1,-4783.006,1.006,-4782.422,0.422
-4781,32,"0x0020",2,-4781.834,0.834,-4781.250,0.250
-4780,34,"0x0022",2,-4780.662,0.662,-4780.078,0.078
-4779,35,"0x0023",1,-4780.076,1.076,-4779.492,0.492
-4778,37,"0x0025",2,-4778.904,0.904,-4778.320,0.320
-4777,39,"0x0027",2,-4777.732,0.732,-4777.148,0.148
-4776,40,"0x0028",1,-4777.146,1.146,-4776.563,0.563
-4775,42,"0x002A",2,-4775.974,0.974,-4775.391,0.391
-4774,44,"0x002C",2,-4774.802,0.802,-4774.219,0.219
-4773,46,"0x002E",2,-4773.630,0.630,-4773.047,0.047
-4772,47,"0x002F",1,-4773.044,1.044,-4772.461,0.461
-4771,49,"0x0031",2,-4771.872,0.872,-4771.289,0.289
-4770,51,"0x0033",2,-4770.700,0.700,-4770.117,0.117
-4769,52,"0x0034",1,-4770.114,1.114,-4769.531,0.531
-4768,54,"0x0036",2,-4768.942,0.942,-4768.359,0.359
-4767,56,"0x0038",2,-4767.770,0.770,-4767.188,0.188
-4766,58,"0x003A",2,-4766.597,0.597,-4766.016,0.016
-4765,59,"0x003B",1,-4766.011,1.011,-4765.430,0.430
-4764,61,"0x003D",2,-4764.839,0.839,-4764.258,0.258
-4763,63,"0x003F",2,-4763.667,0.667,-4763.086,0.086
-4762,64,"0x0040",1,-4763.081,1.081,-4762.500,0.500
-4761,66,"0x0042",2,-4761.909,0.909,-4761.328,0.328
-4760,68,"0x0044",2,-4760.737,0.737,-4760.156,0.156
-4759,69,"0x0045",1,-4760.151,1.151,-4759.570,0.570
-4758,71,"0x0047",2,-4758.979,0.979,-4758.398,0.398
-4757,73,"0x0049",2,-4757.807,0.807,-4757.227,0.227
-4756,75,"0x004B",2,-4756.635,0.635,-4756.055,0.055
-4755,76,"0x004C",1,-4756.049,1.049,-4755.469,0.469
-4754,78,"0x004E",2,-4754.877,0.877,-4754.297,0.297
-4753,80,"0x0050",2,-4753.705,0.705,-4753.125,0.125
-4752,81,"0x0051",1,-4753.119,1.119,-4752.539,0.539
-4751,83,"0x0053",2,-4751.947,0.947,-4751.367,0.367
-4750,85,"0x0055",2,-4750.775,0.775,-4750.195,0.195
-4749,87,"0x0057",2,-4749.603,0.603,-4749.023,0.023
-4748,88,"0x0058",1,-4749.017,1.017,-4748.438,0.438
-4747,90,"0x005A",2,-4747.845,0.845,-4747.266,0.266
-4746,92,"0x005C",2,-4746.673,0.673,-4746.094,0.094
-4745,93,"0x005D",1,-4746.087,1.087,-4745.508,0.508
-4744,95,"0x005F",2,-4744.915,0.915,-4744.336,0.336
-4743,97,"0x0061",2,-4743.743,0.743,-4743.164,0.164
-4742,98,"0x0062",1,-4743.157,1.157,-4742.578,0.578
