Pitch Offset in HCU,PB MIDI1,PB Hex MIDI2,Delta PB MIDI1,Pitch Offset from MIDI1,PB MIDI2,PB Hex MIDI2,Delta PB MIDI2,Pitch Offset from MIDI2
-3453,2299,"0x08FB",1,-3453,602637599,"0x23EB851F",447392,-3453
-3452,2301,"0x08FD",2,-3452,603084992,"0x23F258C0",447393,-3451
-3451,2303,"0x08FF",2,-3451,603532384,"0x23F92C60",447392,-3451
-3450,2304,"0x0900",1,-3450,603979776,"0x24000000",447392,-3450
-3449,2306,"0x0902",2,-3449,604427169,"0x2406D3A1",447393,-3449
-3448,2308,"0x0904",2,-3448,604874561,"0x240DA741",447392,-3448
-3447,2310,"0x0906",2,-3446,605321954,"0x24147AE2",447393,-3446
-3446,2311,"0x0907",1,-3446,605769346,"0x241B4E82",447392,-3446
-3445,2313,"0x0909",2,-3445,606216739,"0x24222223",447393,-3444
-3444,2315,"0x090B",2,-3443,606664131,"0x2428F5C3",447392,-3444
-3443,2316,"0x090C",1,-3443,607111523,"0x242FC963",447392,-3443
-3442,2318,"0x090E",2,-3442,607558916,"0x24369D04",447393,-3442
-3441,2320,"0x0910",2,-3441,608006308,"0x243D70A4",447392,-3441
-3440,2322,"0x0912",2,-3439,608453701,"0x24444445",447393,-3439
-3439,2323,"0x0913",1,-3439,608901093,"0x244B17E5",447392,-3439
-3438,2325,"0x0915",2,-3438,609348486,"0x2451EB86",447393,-3437
-3437,2327,"0x0917",2,-3436,609795878,"0x2458BF26",447392,-3437
-3436,2328,"0x0918",1,-3436,610243270,"0x245F92C6",447392,-3436
-3435,2330,"0x091A",2,-3435,610690663,"0x24666667",447393,-3435
-3434,2332,"0x091C",2,-3434,611138055,"0x246D3A07",447392,-3434
-3433,2334,"0x091E",2,-3432,611585448,"0x24740DA8",447393,-3432
-3432,2335,"0x091F",1,-3432,612032840,"0x247AE148",447392,-3432
-3431,2337,"0x0921",2,-3431,612480233,"0x2481B4E9",447393,-3430
-3430,2339,"0x0923",2,-3429,612927625,"0x24888889",447392,-3430
-3429,2340,"0x0924",1,-3429,613375017,"0x248F5C29",447392,-3429
-3428,2342,"0x0926",2,-3428,613822410,"0x24962FCA",447393,-3428
-3427,2344,"0x0928",2,-3426,614269802,"0x249D036A",447392,-3427
-3426,2345,"0x0929",1,-3426,614717195,"0x24A3D70B",447393,-3425
-3425,2347,"0x092B",2,-3425,615164587,"0x24AAAAAB",447392,-3425
-3424,2349,"0x092D",2,-3424,615611980,"0x24B17E4C",447393,-3423
-3423,2351,"0x092F",2,-3422,616059372,"0x24B851EC",447392,-3423
-3422,2352,"0x0930",1,-3422,616506764,"0x24BF258C",447392,-3422
-3421,2354,"0x0932",2,-3421,616954157,"0x24C5F92D",447393,-3421
-3420,2356,"0x0934",2,-3419,617401549,"0x24CCCCCD",447392,-3420
-3419,2357,"0x0935",1,-3419,617848942,"0x24D3A06E",447393,-3418
-3418,2359,"0x0937",2,-3418,618296334,"0x24DA740E",447392,-3418
-3417,2361,"0x0939",2,-3417,618743727,"0x24E147AF",447393,-3416
-3416,2363,"0x093B",2,-3415,619191119,"0x24E81B4F",447392,-3416
-3415,2364,"0x093C",1,-3415,619638511,"0x24EEEEEF",447392,-3415
-3414,2366,"0x093E",2,-3414,620085904,"0x24F5C290",447393,-3414
-3413,2368,"0x0940",2,-3412,620533296,"0x24FC9630",447392,-3413
-3412,2369,"0x0941",1,-3412,620980689,"0x250369D1",447393,-3411
-3411,2371,"0x0943",2,-3411,621428081,"0x250A3D71",447392,-3411
-3410,2373,"0x0945",2,-3409,621875474,"0x25111112",447393,-3409
-3409,2374,"0x0946",1,-3409,622322866,"0x2517E4B2",447392,-3409
-3408,2376,"0x0948",2,-3408,622770258,"0x251EB852",447392,-3408
-3407,2378,"0x094A",2,-3407,623217651,"0x25258BF3",447393,-3407
-3406,2380,"0x094C",2,-3405,623665043,"0x252C5F93",447392,-3406
-3405,2381,"0x094D",1,-3405,624112436,"0x25333334",447393,-3404
-3404,2383,"0x094F",2,-3404,624559828,"0x253A06D4",447392,-3404
-3403,2385,"0x0951",2,-3402,625007221,"0x2540DA75",447393,-3402
-3402,2386,"0x0952",1,-3402,625454613,"0x2547AE15",447392,-3402
-3401,2388,"0x0954",2,-3401,625902005,"0x254E81B5",447392,-3401
-3400,2390,"0x0956",2,-3400,626349398,"0x25555556",447393,-3400
-3399,2392,"0x0958",2,-3398,626796790,"0x255C28F6",447392,-3399
-3398,2393,"0x0959",1,-3398,627244183,"0x2562FC97",447393,-3397
-3397,2395,"0x095B",2,-3397,627691575,"0x2569D037",447392,-3397
-3396,2397,"0x095D",2,-3395,628138968,"0x2570A3D8",447393,-3395
-3395,2398,"0x095E",1,-3395,628586360,"0x25777778",447392,-3395
-3394,2400,"0x0960",2,-3394,629033752,"0x257E4B18",447392,-3394
-3393,2402,"0x0962",2,-3392,629481145,"0x25851EB9",447393,-3393
-3392,2403,"0x0963",1,-3392,629928537,"0x258BF259",447392,-3392
-3391,2405,"0x0965",2,-3391,630375930,"0x2592C5FA",447393,-3390
-3390,2407,"0x0967",2,-3390,630823322,"0x2599999A",447392,-3390
-3389,2409,"0x0969",2,-3388,631270715,"0x25A06D3B",447393,-3388
-3388,2410,"0x096A",1,-3388,631718107,"0x25A740DB",447392,-3388
-3387,2412,"0x096C",2,-3387,632165499,"0x25AE147B",447392,-3387
-3386,2414,"0x096E",2,-3385,632612892,"0x25B4E81C",447393,-3386
-3385,2415,"0x096F",1,-3385,633060284,"0x25BBBBBC",447392,-3385
-3384,2417,"0x0971",2,-3384,633507677,"0x25C28F5D",447393,-3383
-3383,2419,"0x0973",2,-3383,633955069,"0x25C962FD",447392,-3383
-3382,2421,"0x0975",2,-3381,634402462,"0x25D0369E",447393,-3381
-3381,2422,"0x0976",1,-3381,634849854,"0x25D70A3E",447392,-3381
-3380,2424,"0x0978",2,-3380,635297246,"0x25DDDDDE",447392,-3380
-3379,2426,"0x097A",2,-3378,635744639,"0x25E4B17F",447393,-3378
-3378,2427,"0x097B",1,-3378,636192031,"0x25EB851F",447392,-3378
-3377,2429,"0x097D",2,-3377,636639424,"0x25F258C0",447393,-3376
-3376,2431,"0x097F",2,-3375,637086816,"0x25F92C60",447392,-3376
-3375,2432,"0x0980",1,-3375,637534208,"0x26000000",447392,-3375
-3374,2434,"0x0982",2,-3374,637981601,"0x2606D3A1",447393,-3374
-3373,2436,"0x0984",2,-3373,638428993,"0x260DA741",447392,-3373
-3372,2438,"0x0986",2,-3371,638876386,"0x26147AE2",447393,-3371
-3371,2439,"0x0987",1,-3371,639323778,"0x261B4E82",447392,-3371
-3370,2441,"0x0989",2,-3370,639771171,"0x26222223",447393,-3369
-3369,2443,"0x098B",2,-3368,640218563,"0x2628F5C3",447392,-3369
-3368,2444,"0x098C",1,-3368,640665955,"0x262FC963",447392,-3368
-3367,2446,"0x098E",2,-3367,641113348,"0x26369D04",447393,-3367
-3366,2448,"0x0990",2,-3366,641560740,"0x263D70A4",447392,-3366
-3365,2450,"0x0992",2,-3364,642008133,"0x26444445",447393,-3364
-3364,2451,"0x0993",1,-3364,642455525,"0x264B17E5",447392,-3364
-3363,2453,"0x0995",2,-3363,642902918,"0x2651EB86",447393,-3362
-3362,2455,"0x0997",2,-3361,643350310,"0x2658BF26",447392,-3362
-3361,2456,"0x0998",1,-3361,643797702,"0x265F92C6",447392,-3361
-3360,2458,"0x099A",2,-3360,644245095,"0x26666667",447393,-3360
-3359,2460,"0x099C",2,-3359,644692487,"0x266D3A07",447392,-3359
-3358,2462,"0x099E",2,-3357,645139880,"0x26740DA8",447393,-3357
-3357,2463,"0x099F",1,-3357,645587272,"0x267AE148",447392,-3357
-3356,2465,"0x09A1",2,-3356,646034665,"0x2681B4E9",447393,-3355
-3355,2467,"0x09A3",2,-3354,646482057,"0x26888889",447392,-3355
-3354,2468,"0x09A4",1,-3354,646929449,"0x268F5C29",447392,-3354
-3353,2470,"0x09A6",2,-3353,647376842,"0x26962FCA",447393,-3353
-3352,2472,"0x09A8",2,-3351,647824234,"0x269D036A",447392,-3352
-3351,2473,"0x09A9",1,-3351,648271627,"0x26A3D70B",447393,-3350
-3350,2475,"0x09AB",2,-3350,648719019,"0x26AAAAAB",447392,-3350
-3349,2477,"0x09AD",2,-3349,649166412,"0x26B17E4C",447393,-3348
-3348,2479,"0x09AF",2,-3347,649613804,"0x26B851EC",447392,-3348
-3347,2480,"0x09B0",1,-3347,650061196,"0x26BF258C",447392,-3347
-3346,2482,"0x09B2",2,-3346,650508589,"0x26C5F92D",447393,-3346
-3345,2484,"0x09B4",2,-3344,650955981,"0x26CCCCCD",447392,-3345
-3344,2485,"0x09B5",1,-3344,651403374,"0x26D3A06E",447393,-3343
-3343,2487,"0x09B7",2,-3343,651850766,"0x26DA740E",447392,-3343
-3342,2489,"0x09B9",2,-3342,652298159,"0x26E147AF",447393,-3341
-3341,2491,"0x09BB",2,-3340,652745551,"0x26E81B4F",447392,-3341
-3340,2492,"0x09BC",1,-3340,653192943,"0x26EEEEEF",447392,-3340
-3339,2494,"0x09BE",2,-3339,653640336,"0x26F5C290",447393,-3339
-3338,2496,"0x09C0",2,-3337,654087728,"0x26FC9630",447392,-3338
-3337,2497,"0x09C1",1,-3337,654535121,"0x270369D1",447393,-3336
-3336,2499,"0x09C3",2,-3336,654982513,"0x270A3D71",447392,-3336
-3335,2501,"0x09C5",2,-3334,655429906,"0x27111112",447393,-3334
-3334,2502,"0x09C6",1,-3334,655877298,"0x2717E4B2",447392,-3334
-3333,2504,"0x09C8",2,-3333,656324690,"0x271EB852",447392,-3333
-3332,2506,"0x09CA",2,-3332,656772083,"0x27258BF3",447393,-3332
-3331,2508,"0x09CC",2,-3330,657219475,"0x272C5F93",447392,-3331
-3330,2509,"0x09CD",1,-3330,657666868,"0x27333334",447393,-3329
-3329,2511,"0x09CF",2,-3329,658114260,"0x273A06D4",447392,-3329
-3328,2513,"0x09D1",2,-3327,658561653,"0x2740DA75",447393,-3327
-3327,2514,"0x09D2",1,-3327,659009045,"0x2747AE15",447392,-3327
-3326,2516,"0x09D4",2,-3326,659456437,"0x274E81B5",447392,-3326
-3325,2518,"0x09D6",2,-3325,659903830,"0x27555556",447393,-3325
-3324,2520,"0x09D8",2,-3323,660351222,"0x275C28F6",447392,-3324
-3323,2521,"0x09D9",1,-3323,660798615,"0x2762FC97",447393,-3322
-3322,2523,"0x09DB",2,-3322,661246007,"0x2769D037",447392,-3322
-3321,2525,"0x09DD",2,-3320,661693400,"0x2770A3D8",447393,-3320
-3320,2526,"0x09DE",1,-3320,662140792,"0x27777778",447392,-3320
-3319,2528,"0x09E0",2,-3319,662588184,"0x277E4B18",447392,-3319
-3318,2530,"0x09E2",2,-3317,663035577,"0x27851EB9",447393,-3318
-3317,2531,"0x09E3",1,-3317,663482969,"0x278BF259",447392,-3317
-3316,2533,"0x09E5",2,-3316,663930362,"0x2792C5FA",447393,-3315
-3315,2535,"0x09E7",2,-3315,664377754,"0x2799999A",447392,-3315
-3314,2537,"0x09E9",2,-3313,664825147,"0x27A06D3B",447393,-3313
-3313,2538,"0x09EA",1,-3313,665272539,"0x27A740DB",447392,-3313
-3312,2540,"0x09EC",2,-3312,665719931,"0x27AE147B",447392,-3312
-3311,2542,"0x09EE",2,-3310,666167324,"0x27B4E81C",447393,-3310
-3310,2543,"0x09EF",1,-3310,666614716,"0x27BBBBBC",447392,-3310
-3309,2545,"0x09F1",2,-3309,667062109,"0x27C28F5D",447393,-3308
-3308,2547,"0x09F3",2,-3308,667509501,"0x27C962FD",447392,-3308
-3307,2549,"0x09F5",2,-3306,667956894,"0x27D0369E",447393,-3306
-3306,2550,"0x09F6",1,-3306,668404286,"0x27D70A3E",447392,-3306
-3305,2552,"0x09F8",2,-3305,668851678,"0x27DDDDDE",447392,-3305
-3304,2554,"0x09FA",2,-3303,669299071,"0x27E4B17F",447393,-3303
-3303,2555,"0x09FB",1,-3303,669746463,"0x27EB851F",447392,-3303
-3302,2557,"0x09FD",2,-3302,670193856,"0x27F258C0",447393,-3301
-3301,2559,"0x09FF",2,-3300,670641248,"0x27F92C60",447392,-3301
-3300,2560,"0x0A00",1,-3300,671088640,"0x28000000",447392,-3300
-3299,2562,"0x0A02",2,-3299,671536033,"0x2806D3A1",447393,-3299
-3298,2564,"0x0A04",2,-3298,671983425,"0x280DA741",447392,-3298
-3297,2566,"0x0A06",2,-3296,672430818,"0x28147AE2",447393,-3296
-3296,2567,"0x0A07",1,-3296,672878210,"0x281B4E82",447392,-3296
-3295,2569,"0x0A09",2,-3295,673325603,"0x28222223",447393,-3294
-3294,2571,"0x0A0B",2,-3293,673772995,"0x2828F5C3",447392,-3294
-3293,2572,"0x0A0C",1,-3293,674220387,"0x282FC963",447392,-3293
-3292,2574,"0x0A0E",2,-3292,674667780,"0x28369D04",447393,-3292
-3291,2576,"0x0A10",2,-3291,675115172,"0x283D70A4",447392,-3291
-3290,2578,"0x0A12",2,-3289,675562565,"0x28444445",447393,-3289
-3289,2579,"0x0A13",1,-3289,676009957,"0x284B17E5",447392,-3289
-3288,2581,"0x0A15",2,-3288,676457350,"0x2851EB86",447393,-3287
-3287,2583,"0x0A17",2,-3286,676904742,"0x2858BF26",447392,-3287
-3286,2584,"0x0A18",1,-3286,677352134,"0x285F92C6",447392,-3286
-3285,2586,"0x0A1A",2,-3285,677799527,"0x28666667",447393,-3285
-3284,2588,"0x0A1C",2,-3283,678246919,"0x286D3A07",447392,-3284
-3283,2590,"0x0A1E",2,-3282,678694312,"0x28740DA8",447393,-3282
-3282,2591,"0x0A1F",1,-3282,679141704,"0x287AE148",447392,-3282
-3281,2593,"0x0A21",2,-3281,679589097,"0x2881B4E9",447393,-3280
-3280,2595,"0x0A23",2,-3279,680036489,"0x28888889",447392,-3280
-3279,2596,"0x0A24",1,-3279,680483881,"0x288F5C29",447392,-3279
-3278,2598,"0x0A26",2,-3278,680931274,"0x28962FCA",447393,-3278
-3277,2600,"0x0A28",2,-3276,681378666,"0x289D036A",447392,-3277
-3276,2601,"0x0A29",1,-3276,681826059,"0x28A3D70B",447393,-3275
-3275,2603,"0x0A2B",2,-3275,682273451,"0x28AAAAAB",447392,-3275
-3274,2605,"0x0A2D",2,-3274,682720844,"0x28B17E4C",447393,-3273
-3273,2607,"0x0A2F",2,-3272,683168236,"0x28B851EC",447392,-3273
-3272,2608,"0x0A30",1,-3272,683615628,"0x28BF258C",447392,-3272
-3271,2610,"0x0A32",2,-3271,684063021,"0x28C5F92D",447393,-3271
-3270,2612,"0x0A34",2,-3269,684510413,"0x28CCCCCD",447392,-3270
-3269,2613,"0x0A35",1,-3269,684957806,"0x28D3A06E",447393,-3268
-3268,2615,"0x0A37",2,-3268,685405198,"0x28DA740E",447392,-3268
-3267,2617,"0x0A39",2,-3267,685852591,"0x28E147AF",447393,-3266
-3266,2619,"0x0A3B",2,-3265,686299983,"0x28E81B4F",447392,-3266
-3265,2620,"0x0A3C",1,-3265,686747375,"0x28EEEEEF",447392,-3265
-3264,2622,"0x0A3E",2,-3264,687194768,"0x28F5C290",447393,-3264
-3263,2624,"0x0A40",2,-3262,687642160,"0x28FC9630",447392,-3263
-3262,2625,"0x0A41",1,-3262,688089553,"0x290369D1",447393,-3261
-3261,2627,"0x0A43",2,-3261,688536945,"0x290A3D71",447392,-3261
-3260,2629,"0x0A45",2,-3259,688984338,"0x29111112",447393,-3259
-3259,2630,"0x0A46",1,-3259,689431730,"0x2917E4B2",447392,-3259
-3258,2632,"0x0A48",2,-3258,689879122,"0x291EB852",447392,-3258
-3257,2634,"0x0A4A",2,-3257,690326515,"0x29258BF3",447393,-3257
-3256,2636,"0x0A4C",2,-3255,690773907,"0x292C5F93",447392,-3256
-3255,2637,"0x0A4D",1,-3255,691221300,"0x29333334",447393,-3254
-3254,2639,"0x0A4F",2,-3254,691668692,"0x293A06D4",447392,-3254
-3253,2641,"0x0A51",2,-3252,692116085,"0x2940DA75",447393,-3252
-3252,2642,"0x0A52",1,-3252,692563477,"0x2947AE15",447392,-3252
-3251,2644,"0x0A54",2,-3251,693010869,"0x294E81B5",447392,-3251
-3250,2646,"0x0A56",2,-3250,693458262,"0x29555556",447393,-3250
-3249,2648,"0x0A58",2,-3248,693905654,"0x295C28F6",447392,-3249
-3248,2649,"0x0A59",1,-3248,694353047,"0x2962FC97",447393,-3247
-3247,2651,"0x0A5B",2,-3247,694800439,"0x2969D037",447392,-3247
-3246,2653,"0x0A5D",2,-3245,695247832,"0x2970A3D8",447393,-3245
-3245,2654,"0x0A5E",1,-3245,695695224,"0x29777778",447392,-3245
-3244,2656,"0x0A60",2,-3244,696142616,"0x297E4B18",447392,-3244
-3243,2658,"0x0A62",2,-3242,696590009,"0x29851EB9",447393,-3242
-3242,2659,"0x0A63",1,-3242,697037401,"0x298BF259",447392,-3242
-3241,2661,"0x0A65",2,-3241,697484794,"0x2992C5FA",447393,-3240
-3240,2663,"0x0A67",2,-3240,697932186,"0x2999999A",447392,-3240
-3239,2665,"0x0A69",2,-3238,698379579,"0x29A06D3B",447393,-3238
-3238,2666,"0x0A6A",1,-3238,698826971,"0x29A740DB",447392,-3238
-3237,2668,"0x0A6C",2,-3237,699274363,"0x29AE147B",447392,-3237
-3236,2670,"0x0A6E",2,-3235,699721756,"0x29B4E81C",447393,-3235
-3235,2671,"0x0A6F",1,-3235,700169148,"0x29BBBBBC",447392,-3235
-3234,2673,"0x0A71",2,-3234,700616541,"0x29C28F5D",447393,-3233
-3233,2675,"0x0A73",2,-3233,701063933,"0x29C962FD",447392,-3233
-3232,2677,"0x0A75",2,-3231,701511326,"0x29D0369E",447393,-3231
-3231,2678,"0x0A76",1,-3231,701958718,"0x29D70A3E",447392,-3231
-3230,2680,"0x0A78",2,-3230,702406110,"0x29DDDDDE",447392,-3230
-3229,2682,"0x0A7A",2,-3228,702853503,"0x29E4B17F",447393,-3228
-3228,2683,"0x0A7B",1,-3228,703300895,"0x29EB851F",447392,-3228
-3227,2685,"0x0A7D",2,-3227,703748288,"0x29F258C0",447393,-3226
-3226,2687,"0x0A7F",2,-3225,704195680,"0x29F92C60",447392,-3226
-3225,2688,"0x0A80",1,-3225,704643072,"0x2A000000",447392,-3225
-3224,2690,"0x0A82",2,-3224,705090465,"0x2A06D3A1",447393,-3224
-3223,2692,"0x0A84",2,-3223,705537857,"0x2A0DA741",447392,-3223
-3222,2694,"0x0A86",2,-3221,705985250,"0x2A147AE2",447393,-3221
-3221,2695,"0x0A87",1,-3221,706432642,"0x2A1B4E82",447392,-3221
-3220,2697,"0x0A89",2,-3220,706880035,"0x2A222223",447393,-3219
-3219,2699,"0x0A8B",2,-3218,707327427,"0x2A28F5C3",447392,-3219
-3218,2700,"0x0A8C",1,-3218,707774819,"0x2A2FC963",447392,-3218
-3217,2702,"0x0A8E",2,-3217,708222212,"0x2A369D04",447393,-3217
-3216,2704,"0x0A90",2,-3216,708669604,"0x2A3D70A4",447392,-3216
-3215,2706,"0x0A92",2,-3214,709116997,"0x2A444445",447393,-3214
-3214,2707,"0x0A93",1,-3214,709564389,"0x2A4B17E5",447392,-3214
-3213,2709,"0x0A95",2,-3213,710011782,"0x2A51EB86",447393,-3212
-3212,2711,"0x0A97",2,-3211,710459174,"0x2A58BF26",447392,-3212
-3211,2712,"0x0A98",1,-3211,710906566,"0x2A5F92C6",447392,-3211
-3210,2714,"0x0A9A",2,-3210,711353959,"0x2A666667",447393,-3210
-3209,2716,"0x0A9C",2,-3208,711801351,"0x2A6D3A07",447392,-3209
-3208,2718,"0x0A9E",2,-3207,712248744,"0x2A740DA8",447393,-3207
-3207,2719,"0x0A9F",1,-3207,712696136,"0x2A7AE148",447392,-3207
-3206,2721,"0x0AA1",2,-3206,713143529,"0x2A81B4E9",447393,-3205
-3205,2723,"0x0AA3",2,-3204,713590921,"0x2A888889",447392,-3205
-3204,2724,"0x0AA4",1,-3204,714038313,"0x2A8F5C29",447392,-3204
-3203,2726,"0x0AA6",2,-3203,714485706,"0x2A962FCA",447393,-3203
-3202,2728,"0x0AA8",2,-3201,714933098,"0x2A9D036A",447392,-3202
-3201,2729,"0x0AA9",1,-3201,715380491,"0x2AA3D70B",447393,-3200
-3200,2731,"0x0AAB",2,-3200,715827883,"0x2AAAAAAB",447392,-3200
-3199,2733,"0x0AAD",2,-3199,716275276,"0x2AB17E4C",447393,-3198
-3198,2735,"0x0AAF",2,-3197,716722668,"0x2AB851EC",447392,-3198
-3197,2736,"0x0AB0",1,-3197,717170060,"0x2ABF258C",447392,-3197
-3196,2738,"0x0AB2",2,-3196,717617453,"0x2AC5F92D",447393,-3196
-3195,2740,"0x0AB4",2,-3194,718064845,"0x2ACCCCCD",447392,-3195
-3194,2741,"0x0AB5",1,-3194,718512238,"0x2AD3A06E",447393,-3193
-3193,2743,"0x0AB7",2,-3193,718959630,"0x2ADA740E",447392,-3193
-3192,2745,"0x0AB9",2,-3191,719407023,"0x2AE147AF",447393,-3191
-3191,2747,"0x0ABB",2,-3190,719854415,"0x2AE81B4F",447392,-3191
-3190,2748,"0x0ABC",1,-3190,720301807,"0x2AEEEEEF",447392,-3190
-3189,2750,"0x0ABE",2,-3189,720749200,"0x2AF5C290",447393,-3189
-3188,2752,"0x0AC0",2,-3187,721196592,"0x2AFC9630",447392,-3188
-3187,2753,"0x0AC1",1,-3187,721643985,"0x2B0369D1",447393,-3186
-3186,2755,"0x0AC3",2,-3186,722091377,"0x2B0A3D71",447392,-3186
-3185,2757,"0x0AC5",2,-3184,722538770,"0x2B111112",447393,-3184
-3184,2758,"0x0AC6",1,-3184,722986162,"0x2B17E4B2",447392,-3184
-3183,2760,"0x0AC8",2,-3183,723433554,"0x2B1EB852",447392,-3183
-3182,2762,"0x0ACA",2,-3182,723880947,"0x2B258BF3",447393,-3182
-3181,2764,"0x0ACC",2,-3180,724328339,"0x2B2C5F93",447392,-3181
-3180,2765,"0x0ACD",1,-3180,724775732,"0x2B333334",447393,-3179
-3179,2767,"0x0ACF",2,-3179,725223124,"0x2B3A06D4",447392,-3179
-3178,2769,"0x0AD1",2,-3177,725670517,"0x2B40DA75",447393,-3177
-3177,2770,"0x0AD2",1,-3177,726117909,"0x2B47AE15",447392,-3177
-3176,2772,"0x0AD4",2,-3176,726565301,"0x2B4E81B5",447392,-3176
-3175,2774,"0x0AD6",2,-3174,727012694,"0x2B555556",447393,-3174
-3174,2776,"0x0AD8",2,-3173,727460086,"0x2B5C28F6",447392,-3174
-3173,2777,"0x0AD9",1,-3173,727907479,"0x2B62FC97",447393,-3172
-3172,2779,"0x0ADB",2,-3172,728354871,"0x2B69D037",447392,-3172
-3171,2781,"0x0ADD",2,-3170,728802264,"0x2B70A3D8",447393,-3170
-3170,2782,"0x0ADE",1,-3170,729249656,"0x2B777778",447392,-3170
-3169,2784,"0x0AE0",2,-3169,729697048,"0x2B7E4B18",447392,-3169
-3168,2786,"0x0AE2",2,-3167,730144441,"0x2B851EB9",447393,-3167
-3167,2787,"0x0AE3",1,-3167,730591833,"0x2B8BF259",447392,-3167
-3166,2789,"0x0AE5",2,-3166,731039226,"0x2B92C5FA",447393,-3165
-3165,2791,"0x0AE7",2,-3165,731486618,"0x2B99999A",447392,-3165
-3164,2793,"0x0AE9",2,-3163,731934011,"0x2BA06D3B",447393,-3163
-3163,2794,"0x0AEA",1,-3163,732381403,"0x2BA740DB",447392,-3163
-3162,2796,"0x0AEC",2,-3162,732828795,"0x2BAE147B",447392,-3162
-3161,2798,"0x0AEE",2,-3160,733276188,"0x2BB4E81C",447393,-3160
-3160,2799,"0x0AEF",1,-3160,733723580,"0x2BBBBBBC",447392,-3160
-3159,2801,"0x0AF1",2,-3159,734170973,"0x2BC28F5D",447393,-3158
-3158,2803,"0x0AF3",2,-3158,734618365,"0x2BC962FD",447392,-3158
-3157,2805,"0x0AF5",2,-3156,735065758,"0x2BD0369E",447393,-3156
-3156,2806,"0x0AF6",1,-3156,735513150,"0x2BD70A3E",447392,-3156
-3155,2808,"0x0AF8",2,-3155,735960542,"0x2BDDDDDE",447392,-3155
-3154,2810,"0x0AFA",2,-3153,736407935,"0x2BE4B17F",447393,-3153
-3153,2811,"0x0AFB",1,-3153,736855327,"0x2BEB851F",447392,-3153
-3152,2813,"0x0AFD",2,-3152,737302720,"0x2BF258C0",447393,-3151
-3151,2815,"0x0AFF",2,-3150,737750112,"0x2BF92C60",447392,-3151
-3150,2816,"0x0B00",1,-3150,738197504,"0x2C000000",447392,-3150
-3149,2818,"0x0B02",2,-3149,738644897,"0x2C06D3A1",447393,-3149
-3148,2820,"0x0B04",2,-3148,739092289,"0x2C0DA741",447392,-3148
-3147,2822,"0x0B06",2,-3146,739539682,"0x2C147AE2",447393,-3146
-3146,2823,"0x0B07",1,-3146,739987074,"0x2C1B4E82",447392,-3146
-3145,2825,"0x0B09",2,-3145,740434467,"0x2C222223",447393,-3144
-3144,2827,"0x0B0B",2,-3143,740881859,"0x2C28F5C3",447392,-3144
-3143,2828,"0x0B0C",1,-3143,741329251,"0x2C2FC963",447392,-3143
-3142,2830,"0x0B0E",2,-3142,741776644,"0x2C369D04",447393,-3142
-3141,2832,"0x0B10",2,-3141,742224036,"0x2C3D70A4",447392,-3141
-3140,2834,"0x0B12",2,-3139,742671429,"0x2C444445",447393,-3139
-3139,2835,"0x0B13",1,-3139,743118821,"0x2C4B17E5",447392,-3139
-3138,2837,"0x0B15",2,-3138,743566214,"0x2C51EB86",447393,-3137
-3137,2839,"0x0B17",2,-3136,744013606,"0x2C58BF26",447392,-3137
-3136,2840,"0x0B18",1,-3136,744460998,"0x2C5F92C6",447392,-3136
-3135,2842,"0x0B1A",2,-3135,744908391,"0x2C666667",447393,-3135
-3134,2844,"0x0B1C",2,-3133,745355783,"0x2C6D3A07",447392,-3134
-3133,2846,"0x0B1E",2,-3132,745803176,"0x2C740DA8",447393,-3132
-3132,2847,"0x0B1F",1,-3132,746250568,"0x2C7AE148",447392,-3132
-3131,2849,"0x0B21",2,-3131,746697961,"0x2C81B4E9",447393,-3130
-3130,2851,"0x0B23",2,-3129,747145353,"0x2C888889",447392,-3130
-3129,2852,"0x0B24",1,-3129,747592745,"0x2C8F5C29",447392,-3129
-3128,2854,"0x0B26",2,-3128,748040138,"0x2C962FCA",447393,-3128
-3127,2856,"0x0B28",2,-3126,748487530,"0x2C9D036A",447392,-3127
-3126,2857,"0x0B29",1,-3126,748934923,"0x2CA3D70B",447393,-3125
-3125,2859,"0x0B2B",2,-3125,749382315,"0x2CAAAAAB",447392,-3125
-3124,2861,"0x0B2D",2,-3124,749829708,"0x2CB17E4C",447393,-3123
-3123,2863,"0x0B2F",2,-3122,750277100,"0x2CB851EC",447392,-3123
-3122,2864,"0x0B30",1,-3122,750724492,"0x2CBF258C",447392,-3122
-3121,2866,"0x0B32",2,-3121,751171885,"0x2CC5F92D",447393,-3121
-3120,2868,"0x0B34",2,-3119,751619277,"0x2CCCCCCD",447392,-3120
-3119,2869,"0x0B35",1,-3119,752066670,"0x2CD3A06E",447393,-3118
-3118,2871,"0x0B37",2,-3118,752514062,"0x2CDA740E",447392,-3118
-3117,2873,"0x0B39",2,-3116,752961455,"0x2CE147AF",447393,-3116
-3116,2875,"0x0B3B",2,-3115,753408847,"0x2CE81B4F",447392,-3116
-3115,2876,"0x0B3C",1,-3115,753856239,"0x2CEEEEEF",447392,-3115
-3114,2878,"0x0B3E",2,-3114,754303632,"0x2CF5C290",447393,-3114
-3113,2880,"0x0B40",2,-3112,754751024,"0x2CFC9630",447392,-3113
-3112,2881,"0x0B41",1,-3112,755198417,"0x2D0369D1",447393,-3111
-3111,2883,"0x0B43",2,-3111,755645809,"0x2D0A3D71",447392,-3111
