Offset in HCU,PB MIDI1,PB Hex MIDI2,𝚫PB MIDI1,Pitch from MIDI1,PB MIDI2,PB Hex MIDI2,𝚫PB MIDI2,Pitch from MIDI2
22,9994,"0x270A",82,21,2619930050,"0x9C28F5C2",21474836,21
23,10076,"0x275C",82,23,2641404887,"0x9D70A3D7",21474837,23
24,10158,"0x27AE",82,24,2662879723,"0x9EB851EB",21474836,23
25,10240,"0x2800",82,25,2684354560,"0xA0000000",21474837,25
26,10321,"0x2851",81,25,2705829396,"0xA147AE14",21474836,25
27,10403,"0x28A3",82,26,2727304232,"0xA28F5C28",21474836,26
28,10485,"0x28F5",82,27,2748779069,"0xA3D70A3D",21474837,27
29,10567,"0x2947",82,28,2770253905,"0xA51EB851",21474836,28
30,10649,"0x2999",82,29,2791728742,"0xA6666666",21474837,29
31,10731,"0x29EB",82,30,2813203578,"0xA7AE147A",21474836,30
32,10813,"0x2A3D",82,31,2834678415,"0xA8F5C28F",21474837,31
33,10895,"0x2A8F",82,32,2856153251,"0xAA3D70A3",21474836,32
34,10977,"0x2AE1",82,34,2877628088,"0xAB851EB8",21474837,34
35,11059,"0x2B33",82,35,2899102924,"0xACCCCCCC",21474836,34
36,11141,"0x2B85",82,36,2920577761,"0xAE147AE1",21474837,36
37,11223,"0x2BD7",82,37,2942052597,"0xAF5C28F5",21474836,36
38,11304,"0x2C28",81,37,2963527434,"0xB0A3D70A",21474837,38
39,11386,"0x2C7A",82,38,2985002270,"0xB1EB851E",21474836,38
40,11468,"0x2CCC",82,39,3006477107,"0xB3333333",21474837,40
41,11550,"0x2D1E",82,40,3027951943,"0xB47AE147",21474836,40
42,11632,"0x2D70",82,41,3049426780,"0xB5C28F5C",21474837,42
43,11714,"0x2DC2",82,42,3070901616,"0xB70A3D70",21474836,42
44,11796,"0x2E14",82,43,3092376453,"0xB851EB85",21474837,44
45,11878,"0x2E66",82,45,3113851289,"0xB9999999",21474836,44
46,11960,"0x2EB8",82,46,3135326126,"0xBAE147AE",21474837,46
47,12042,"0x2F0A",82,47,3156800962,"0xBC28F5C2",21474836,46
48,12124,"0x2F5C",82,48,3178275799,"0xBD70A3D7",21474837,48
49,12206,"0x2FAE",82,49,3199750635,"0xBEB851EB",21474836,48
50,12288,"0x3000",82,50,3221225472,"0xC0000000",21474837,50
51,12369,"0x3051",81,50,3242700308,"0xC147AE14",21474836,51
52,12451,"0x30A3",82,51,3264175144,"0xC28F5C28",21474836,51
53,12533,"0x30F5",82,52,3285649981,"0xC3D70A3D",21474837,53
54,12615,"0x3147",82,53,3307124817,"0xC51EB851",21474836,53
55,12697,"0x3199",82,54,3328599654,"0xC6666666",21474837,55
56,12779,"0x31EB",82,56,3350074490,"0xC7AE147A",21474836,55
57,12861,"0x323D",82,57,3371549327,"0xC8F5C28F",21474837,57
58,12943,"0x328F",82,58,3393024163,"0xCA3D70A3",21474836,57
59,13025,"0x32E1",82,59,3414499000,"0xCB851EB8",21474837,59
60,13107,"0x3333",82,60,3435973836,"0xCCCCCCCC",21474836,59
61,13189,"0x3385",82,61,3457448673,"0xCE147AE1",21474837,61
62,13271,"0x33D7",82,62,3478923509,"0xCF5C28F5",21474836,61
63,13352,"0x3428",81,62,3500398346,"0xD0A3D70A",21474837,63
64,13434,"0x347A",82,63,3521873182,"0xD1EB851E",21474836,63
65,13516,"0x34CC",82,64,3543348019,"0xD3333333",21474837,65
66,13598,"0x351E",82,65,3564822855,"0xD47AE147",21474836,65
67,13680,"0x3570",82,67,3586297692,"0xD5C28F5C",21474837,67
68,13762,"0x35C2",82,68,3607772528,"0xD70A3D70",21474836,68
69,13844,"0x3614",82,69,3629247365,"0xD851EB85",21474837,69
70,13926,"0x3666",82,70,3650722201,"0xD9999999",21474836,70
71,14008,"0x36B8",82,71,3672197038,"0xDAE147AE",21474837,71
72,14090,"0x370A",82,72,3693671874,"0xDC28F5C2",21474836,72
73,14172,"0x375C",82,73,3715146711,"0xDD70A3D7",21474837,73
74,14254,"0x37AE",82,74,3736621547,"0xDEB851EB",21474836,74
75,14336,"0x3800",82,75,3758096384,"0xE0000000",21474837,75
76,14417,"0x3851",81,75,3779571220,"0xE147AE14",21474836,76
77,14499,"0x38A3",82,76,3801046056,"0xE28F5C28",21474836,76
78,14581,"0x38F5",82,78,3822520893,"0xE3D70A3D",21474837,78
79,14663,"0x3947",82,79,3843995729,"0xE51EB851",21474836,78
80,14745,"0x3999",82,80,3865470566,"0xE6666666",21474837,80
81,14827,"0x39EB",82,81,3886945402,"0xE7AE147A",21474836,80
82,14909,"0x3A3D",82,82,3908420239,"0xE8F5C28F",21474837,82
83,14991,"0x3A8F",82,83,3929895075,"0xEA3D70A3",21474836,82
84,15073,"0x3AE1",82,84,3951369912,"0xEB851EB8",21474837,84
85,15155,"0x3B33",82,85,3972844748,"0xECCCCCCC",21474836,85
86,15237,"0x3B85",82,86,3994319585,"0xEE147AE1",21474837,86
87,15319,"0x3BD7",82,87,4015794421,"0xEF5C28F5",21474836,87
88,15400,"0x3C28",81,87,4037269258,"0xF0A3D70A",21474837,88
89,15482,"0x3C7A",82,89,4058744094,"0xF1EB851E",21474836,89
90,15564,"0x3CCC",82,90,4080218931,"0xF3333333",21474837,90
91,15646,"0x3D1E",82,91,4101693767,"0xF47AE147",21474836,91
92,15728,"0x3D70",82,92,4123168604,"0xF5C28F5C",21474837,92
93,15810,"0x3DC2",82,93,4144643440,"0xF70A3D70",21474836,93
94,15892,"0x3E14",82,94,4166118277,"0xF851EB85",21474837,94
95,15974,"0x3E66",82,95,4187593113,"0xF9999999",21474836,95
96,16056,"0x3EB8",82,96,4209067950,"0xFAE147AE",21474837,96
97,16138,"0x3F0A",82,97,4230542786,"0xFC28F5C2",21474836,97
98,16220,"0x3F5C",82,98,4252017623,"0xFD70A3D7",21474837,98
99,16302,"0x3FAE",82,99,4273492459,"0xFEB851EB",21474836,99
100,16383,"0x3FFF",81,100,4294967295,"0xFFFFFFFF",21474836,100
