Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-9600,0,"0x0000",0,-9600.000,0.000,-9600.000,0.000
-9599,262144,"0x40000",262144,-9598.828,-0.172,-9598.828,-0.172
-9598,524288,"0x80000",262144,-9597.656,-0.344,-9597.656,-0.344
-9597,786432,"0xC0000",262144,-9596.484,-0.516,-9596.484,-0.516
-9596,1048576,"0x100000",262144,-9595.313,-0.687,-9595.313,-0.688
-9595,1310720,"0x140000",262144,-9594.141,-0.859,-9594.141,-0.859
-9594,1572864,"0x180000",262144,-9592.969,-1.031,-9592.969,-1.031
-9593,1572864,"0x180000",0,-9592.969,-0.031,-9592.969,-0.031
-9592,1835008,"0x1C0000",262144,-9591.797,-0.203,-9591.797,-0.203
-9591,2097152,"0x200000",262144,-9590.625,-0.375,-9590.625,-0.375
-9590,2359296,"0x240000",262144,-9589.453,-0.547,-9589.453,-0.547
-9589,2621440,"0x280000",262144,-9588.281,-0.719,-9588.281,-0.719
-9588,2883584,"0x2C0000",262144,-9587.109,-0.891,-9587.109,-0.891
-9587,3145728,"0x300000",262144,-9585.938,-1.062,-9585.938,-1.063
-9586,3145728,"0x300000",0,-9585.938,-0.062,-9585.938,-0.063
-9585,3407872,"0x340000",262144,-9584.766,-0.234,-9584.766,-0.234
-9584,3670016,"0x380000",262144,-9583.594,-0.406,-9583.594,-0.406
-9583,3932160,"0x3C0000",262144,-9582.422,-0.578,-9582.422,-0.578
-9582,4194304,"0x400000",262144,-9581.250,-0.750,-9581.250,-0.750
-9581,4456448,"0x440000",262144,-9580.078,-0.922,-9580.078,-0.922
-9580,4718592,"0x480000",262144,-9578.906,-1.094,-9578.906,-1.094
-9579,4718592,"0x480000",0,-9578.906,-0.094,-9578.906,-0.094
-9578,4980736,"0x4C0000",262144,-9577.734,-0.266,-9577.734,-0.266
-9577,5242880,"0x500000",262144,-9576.563,-0.437,-9576.563,-0.438
-9576,5505024,"0x540000",262144,-9575.391,-0.609,-9575.391,-0.609
-9575,5767168,"0x580000",262144,-9574.219,-0.781,-9574.219,-0.781
-9574,6029312,"0x5C0000",262144,-9573.047,-0.953,-9573.047,-0.953
-9573,6291456,"0x600000",262144,-9571.875,-1.125,-9571.875,-1.125
-9572,6291456,"0x600000",0,-9571.875,-0.125,-9571.875,-0.125
-9571,6553600,"0x640000",262144,-9570.703,-0.297,-9570.703,-0.297
-9570,6815744,"0x680000",262144,-9569.531,-0.469,-9569.531,-0.469
-9569,7077888,"0x6C0000",262144,-9568.359,-0.641,-9568.359,-0.641
-9568,7340032,"0x700000",262144,-9567.188,-0.812,-9567.188,-0.813
-9567,7602176,"0x740000",262144,-9566.016,-0.984,-9566.016,-0.984
-9566,7864320,"0x780000",262144,-9564.844,-1.156,-9564.844,-1.156
-9565,7864320,"0x780000",0,-9564.844,-0.156,-9564.844,-0.156
-9564,8126464,"0x7C0000",262144,-9563.672,-0.328,-9563.672,-0.328
-9563,8388608,"0x800000",262144,-9562.500,-0.500,-9562.500,-0.500
-9562,8650752,"0x840000",262144,-9561.328,-0.672,-9561.328,-0.672
-9561,8912896,"0x880000",262144,-9560.156,-0.844,-9560.156,-0.844
-9560,9175040,"0x8C0000",262144,-9558.984,-1.016,-9558.984,-1.016
-9559,9175040,"0x8C0000",0,-9558.984,-0.016,-9558.984,-0.016
-9558,9437184,"0x900000",262144,-9557.813,-0.187,-9557.813,-0.188
-9557,9699328,"0x940000",262144,-9556.641,-0.359,-9556.641,-0.359
-9556,9961472,"0x980000",262144,-9555.469,-0.531,-9555.469,-0.531
-9555,10223616,"0x9C0000",262144,-9554.297,-0.703,-9554.297,-0.703
-9554,10485760,"0xA00000",262144,-9553.125,-0.875,-9553.125,-0.875
-9553,10747904,"0xA40000",262144,-9551.953,-1.047,-9551.953,-1.047
-9552,10747904,"0xA40000",0,-9551.953,-0.047,-9551.953,-0.047
-9551,11010048,"0xA80000",262144,-9550.781,-0.219,-9550.781,-0.219
-9550,11272192,"0xAC0000",262144,-9549.609,-0.391,-9549.609,-0.391
-9549,11534336,"0xB00000",262144,-9548.438,-0.562,-9548.438,-0.563
-9548,11796480,"0xB40000",262144,-9547.266,-0.734,-9547.266,-0.734
-9547,12058624,"0xB80000",262144,-9546.094,-0.906,-9546.094,-0.906
-9546,12320768,"0xBC0000",262144,-9544.922,-1.078,-9544.922,-1.078
-9545,12320768,"0xBC0000",0,-9544.922,-0.078,-9544.922,-0.078
-9544,12582912,"0xC00000",262144,-9543.750,-0.250,-9543.750,-0.250
-9543,12845056,"0xC40000",262144,-9542.578,-0.422,-9542.578,-0.422
-9542,13107200,"0xC80000",262144,-9541.406,-0.594,-9541.406,-0.594
-9541,13369344,"0xCC0000",262144,-9540.234,-0.766,-9540.234,-0.766
-9540,13631488,"0xD00000",262144,-9539.063,-0.937,-9539.063,-0.938
-9539,13893632,"0xD40000",262144,-9537.891,-1.109,-9537.891,-1.109
-9538,13893632,"0xD40000",0,-9537.891,-0.109,-9537.891,-0.109
-9537,14155776,"0xD80000",262144,-9536.719,-0.281,-9536.719,-0.281
-9536,14417920,"0xDC0000",262144,-9535.547,-0.453,-9535.547,-0.453
-9535,14680064,"0xE00000",262144,-9534.375,-0.625,-9534.375,-0.625
-9534,14942208,"0xE40000",262144,-9533.203,-0.797,-9533.203,-0.797
-9533,15204352,"0xE80000",262144,-9532.031,-0.969,-9532.031,-0.969
-9532,15466496,"0xEC0000",262144,-9530.859,-1.141,-9530.859,-1.141
-9531,15466496,"0xEC0000",0,-9530.859,-0.141,-9530.859,-0.141
-9530,15728640,"0xF00000",262144,-9529.688,-0.312,-9529.688,-0.313
-9529,15990784,"0xF40000",262144,-9528.516,-0.484,-9528.516,-0.484
-9528,16252928,"0xF80000",262144,-9527.344,-0.656,-9527.344,-0.656
-9527,16515072,"0xFC0000",262144,-9526.172,-0.828,-9526.172,-0.828
-9526,16777216,"0x1000000",262144,-9525.000,-1.000,-9525.000,-1.000
-9525,16777216,"0x1000000",0,-9525.000,0.000,-9525.000,0.000
-9524,17039360,"0x1040000",262144,-9523.828,-0.172,-9523.828,-0.172
-9523,17301504,"0x1080000",262144,-9522.656,-0.344,-9522.656,-0.344
-9522,17563648,"0x10C0000",262144,-9521.484,-0.516,-9521.484,-0.516
-9521,17825792,"0x1100000",262144,-9520.313,-0.687,-9520.313,-0.688
-9520,18087936,"0x1140000",262144,-9519.141,-0.859,-9519.141,-0.859
-9519,18350080,"0x1180000",262144,-9517.969,-1.031,-9517.969,-1.031
-9518,18350080,"0x1180000",0,-9517.969,-0.031,-9517.969,-0.031
-9517,18612224,"0x11C0000",262144,-9516.797,-0.203,-9516.797,-0.203
-9516,18874368,"0x1200000",262144,-9515.625,-0.375,-9515.625,-0.375
-9515,19136512,"0x1240000",262144,-9514.453,-0.547,-9514.453,-0.547
-9514,19398656,"0x1280000",262144,-9513.281,-0.719,-9513.281,-0.719
-9513,19660800,"0x12C0000",262144,-9512.109,-0.891,-9512.109,-0.891
-9512,19922944,"0x1300000",262144,-9510.938,-1.062,-9510.938,-1.063
-9511,19922944,"0x1300000",0,-9510.938,-0.062,-9510.938,-0.063
-9510,20185088,"0x1340000",262144,-9509.766,-0.234,-9509.766,-0.234
-9509,20447232,"0x1380000",262144,-9508.594,-0.406,-9508.594,-0.406
-9508,20709376,"0x13C0000",262144,-9507.422,-0.578,-9507.422,-0.578
-9507,20971520,"0x1400000",262144,-9506.250,-0.750,-9506.250,-0.750
-9506,21233664,"0x1440000",262144,-9505.078,-0.922,-9505.078,-0.922
-9505,21495808,"0x1480000",262144,-9503.906,-1.094,-9503.906,-1.094
-9504,21495808,"0x1480000",0,-9503.906,-0.094,-9503.906,-0.094
-9503,21757952,"0x14C0000",262144,-9502.734,-0.266,-9502.734,-0.266
-9502,22020096,"0x1500000",262144,-9501.563,-0.437,-9501.563,-0.438
-9501,22282240,"0x1540000",262144,-9500.391,-0.609,-9500.391,-0.609
-9500,22544384,"0x1580000",262144,-9499.219,-0.781,-9499.219,-0.781
-9499,22806528,"0x15C0000",262144,-9498.047,-0.953,-9498.047,-0.953
-9498,23068672,"0x1600000",262144,-9496.875,-1.125,-9496.875,-1.125
-9497,23068672,"0x1600000",0,-9496.875,-0.125,-9496.875,-0.125
-9496,23330816,"0x1640000",262144,-9495.703,-0.297,-9495.703,-0.297
-9495,23592960,"0x1680000",262144,-9494.531,-0.469,-9494.531,-0.469
-9494,23855104,"0x16C0000",262144,-9493.359,-0.641,-9493.359,-0.641
-9493,24117248,"0x1700000",262144,-9492.188,-0.812,-9492.188,-0.813
-9492,24379392,"0x1740000",262144,-9491.016,-0.984,-9491.016,-0.984
-9491,24641536,"0x1780000",262144,-9489.844,-1.156,-9489.844,-1.156
-9490,24641536,"0x1780000",0,-9489.844,-0.156,-9489.844,-0.156
-9489,24903680,"0x17C0000",262144,-9488.672,-0.328,-9488.672,-0.328
-9488,25165824,"0x1800000",262144,-9487.500,-0.500,-9487.500,-0.500
-9487,25427968,"0x1840000",262144,-9486.328,-0.672,-9486.328,-0.672
