Pitch Offset in HCU,PB MIDI1,PB Hex MIDI2,Delta PB MIDI1,Pitch Offset from MIDI1,PB MIDI2,PB Hex MIDI2,Delta PB MIDI2,Pitch Offset from MIDI2
-849,2397,"0x095D",7,-848,628138968,"0x2570A3D8",1789570,-848
-848,2403,"0x0963",6,-848,629928537,"0x258BF259",1789569,-848
-847,2410,"0x096A",7,-847,631718107,"0x25A740DB",1789570,-847
-846,2417,"0x0971",7,-846,633507677,"0x25C28F5D",1789570,-845
-845,2424,"0x0978",7,-845,635297246,"0x25DDDDDE",1789569,-845
-844,2431,"0x097F",7,-843,637086816,"0x25F92C60",1789570,-844
-843,2438,"0x0986",7,-842,638876386,"0x26147AE2",1789570,-842
-842,2444,"0x098C",6,-842,640665955,"0x262FC963",1789569,-842
-841,2451,"0x0993",7,-841,642455525,"0x264B17E5",1789570,-841
-840,2458,"0x099A",7,-840,644245095,"0x26666667",1789570,-840
-839,2465,"0x09A1",7,-839,646034665,"0x2681B4E9",1789570,-838
-838,2472,"0x09A8",7,-837,647824234,"0x269D036A",1789569,-838
-837,2479,"0x09AF",7,-836,649613804,"0x26B851EC",1789570,-837
-836,2485,"0x09B5",6,-836,651403374,"0x26D3A06E",1789570,-835
-835,2492,"0x09BC",7,-835,653192943,"0x26EEEEEF",1789569,-835
-834,2499,"0x09C3",7,-834,654982513,"0x270A3D71",1789570,-834
-833,2506,"0x09CA",7,-833,656772083,"0x27258BF3",1789570,-833
-832,2513,"0x09D1",7,-831,658561653,"0x2740DA75",1789570,-831
-831,2520,"0x09D8",7,-830,660351222,"0x275C28F6",1789569,-831
-830,2526,"0x09DE",6,-830,662140792,"0x27777778",1789570,-830
-829,2533,"0x09E5",7,-829,663930362,"0x2792C5FA",1789570,-828
-828,2540,"0x09EC",7,-828,665719931,"0x27AE147B",1789569,-828
-827,2547,"0x09F3",7,-827,667509501,"0x27C962FD",1789570,-827
-826,2554,"0x09FA",7,-825,669299071,"0x27E4B17F",1789570,-825
-825,2560,"0x0A00",6,-825,671088640,"0x28000000",1789569,-825
-824,2567,"0x0A07",7,-824,672878210,"0x281B4E82",1789570,-824
-823,2574,"0x0A0E",7,-823,674667780,"0x28369D04",1789570,-823
-822,2581,"0x0A15",7,-822,676457350,"0x2851EB86",1789570,-821
-821,2588,"0x0A1C",7,-820,678246919,"0x286D3A07",1789569,-821
-820,2595,"0x0A23",7,-819,680036489,"0x28888889",1789570,-820
-819,2601,"0x0A29",6,-819,681826059,"0x28A3D70B",1789570,-818
-818,2608,"0x0A30",7,-818,683615628,"0x28BF258C",1789569,-818
-817,2615,"0x0A37",7,-817,685405198,"0x28DA740E",1789570,-817
-816,2622,"0x0A3E",7,-816,687194768,"0x28F5C290",1789570,-816
-815,2629,"0x0A45",7,-814,688984338,"0x29111112",1789570,-814
-814,2636,"0x0A4C",7,-813,690773907,"0x292C5F93",1789569,-814
-813,2642,"0x0A52",6,-813,692563477,"0x2947AE15",1789570,-813
-812,2649,"0x0A59",7,-812,694353047,"0x2962FC97",1789570,-811
-811,2656,"0x0A60",7,-811,696142616,"0x297E4B18",1789569,-811
-810,2663,"0x0A67",7,-810,697932186,"0x2999999A",1789570,-810
-809,2670,"0x0A6E",7,-808,699721756,"0x29B4E81C",1789570,-808
-808,2677,"0x0A75",7,-807,701511326,"0x29D0369E",1789570,-807
-807,2683,"0x0A7B",6,-807,703300895,"0x29EB851F",1789569,-807
-806,2690,"0x0A82",7,-806,705090465,"0x2A06D3A1",1789570,-806
-805,2697,"0x0A89",7,-805,706880035,"0x2A222223",1789570,-804
-804,2704,"0x0A90",7,-804,708669604,"0x2A3D70A4",1789569,-804
-803,2711,"0x0A97",7,-802,710459174,"0x2A58BF26",1789570,-803
-802,2718,"0x0A9E",7,-801,712248744,"0x2A740DA8",1789570,-801
-801,2724,"0x0AA4",6,-801,714038313,"0x2A8F5C29",1789569,-801
-800,2731,"0x0AAB",7,-800,715827883,"0x2AAAAAAB",1789570,-800
-799,2738,"0x0AB2",7,-799,717617453,"0x2AC5F92D",1789570,-799
-798,2745,"0x0AB9",7,-797,719407023,"0x2AE147AF",1789570,-797
-797,2752,"0x0AC0",7,-796,721196592,"0x2AFC9630",1789569,-797
-796,2758,"0x0AC6",6,-796,722986162,"0x2B17E4B2",1789570,-796
-795,2765,"0x0ACD",7,-795,724775732,"0x2B333334",1789570,-794
-794,2772,"0x0AD4",7,-794,726565301,"0x2B4E81B5",1789569,-794
-793,2779,"0x0ADB",7,-793,728354871,"0x2B69D037",1789570,-793
-792,2786,"0x0AE2",7,-791,730144441,"0x2B851EB9",1789570,-791
-791,2793,"0x0AE9",7,-790,731934011,"0x2BA06D3B",1789570,-790
-790,2799,"0x0AEF",6,-790,733723580,"0x2BBBBBBC",1789569,-790
-789,2806,"0x0AF6",7,-789,735513150,"0x2BD70A3E",1789570,-789
-788,2813,"0x0AFD",7,-788,737302720,"0x2BF258C0",1789570,-787
-787,2820,"0x0B04",7,-787,739092289,"0x2C0DA741",1789569,-787
-786,2827,"0x0B0B",7,-785,740881859,"0x2C28F5C3",1789570,-786
-785,2834,"0x0B12",7,-784,742671429,"0x2C444445",1789570,-784
-784,2840,"0x0B18",6,-784,744460998,"0x2C5F92C6",1789569,-784
-783,2847,"0x0B1F",7,-783,746250568,"0x2C7AE148",1789570,-783
-782,2854,"0x0B26",7,-782,748040138,"0x2C962FCA",1789570,-782
-781,2861,"0x0B2D",7,-781,749829708,"0x2CB17E4C",1789570,-780
-780,2868,"0x0B34",7,-779,751619277,"0x2CCCCCCD",1789569,-780
-779,2875,"0x0B3B",7,-778,753408847,"0x2CE81B4F",1789570,-779
-778,2881,"0x0B41",6,-778,755198417,"0x2D0369D1",1789570,-777
-777,2888,"0x0B48",7,-777,756987986,"0x2D1EB852",1789569,-777
-776,2895,"0x0B4F",7,-776,758777556,"0x2D3A06D4",1789570,-776
-775,2902,"0x0B56",7,-774,760567126,"0x2D555556",1789570,-774
-774,2909,"0x0B5D",7,-773,762356696,"0x2D70A3D8",1789570,-773
-773,2915,"0x0B63",6,-773,764146265,"0x2D8BF259",1789569,-773
-772,2922,"0x0B6A",7,-772,765935835,"0x2DA740DB",1789570,-772
-771,2929,"0x0B71",7,-771,767725405,"0x2DC28F5D",1789570,-770
-770,2936,"0x0B78",7,-770,769514974,"0x2DDDDDDE",1789569,-770
-769,2943,"0x0B7F",7,-768,771304544,"0x2DF92C60",1789570,-769
-768,2950,"0x0B86",7,-767,773094114,"0x2E147AE2",1789570,-767
-767,2956,"0x0B8C",6,-767,774883683,"0x2E2FC963",1789569,-767
-766,2963,"0x0B93",7,-766,776673253,"0x2E4B17E5",1789570,-766
-765,2970,"0x0B9A",7,-765,778462823,"0x2E666667",1789570,-765
-764,2977,"0x0BA1",7,-764,780252393,"0x2E81B4E9",1789570,-763
-763,2984,"0x0BA8",7,-762,782041962,"0x2E9D036A",1789569,-763
-762,2991,"0x0BAF",7,-761,783831532,"0x2EB851EC",1789570,-762
-761,2997,"0x0BB5",6,-761,785621102,"0x2ED3A06E",1789570,-760
-760,3004,"0x0BBC",7,-760,787410671,"0x2EEEEEEF",1789569,-760
-759,3011,"0x0BC3",7,-759,789200241,"0x2F0A3D71",1789570,-759
-758,3018,"0x0BCA",7,-758,790989811,"0x2F258BF3",1789570,-757
-757,3025,"0x0BD1",7,-756,792779381,"0x2F40DA75",1789570,-756
-756,3032,"0x0BD8",7,-755,794568950,"0x2F5C28F6",1789569,-756
-755,3038,"0x0BDE",6,-755,796358520,"0x2F777778",1789570,-755
-754,3045,"0x0BE5",7,-754,798148090,"0x2F92C5FA",1789570,-753
-753,3052,"0x0BEC",7,-753,799937659,"0x2FAE147B",1789569,-753
-752,3059,"0x0BF3",7,-751,801727229,"0x2FC962FD",1789570,-752
-751,3066,"0x0BFA",7,-750,803516799,"0x2FE4B17F",1789570,-750
-750,3072,"0x0C00",6,-750,805306368,"0x30000000",1789569,-750
-749,3079,"0x0C07",7,-749,807095938,"0x301B4E82",1789570,-749
-748,3086,"0x0C0E",7,-748,808885508,"0x30369D04",1789570,-748
-747,3093,"0x0C15",7,-747,810675078,"0x3051EB86",1789570,-746
-746,3100,"0x0C1C",7,-745,812464647,"0x306D3A07",1789569,-746
-745,3107,"0x0C23",7,-744,814254217,"0x30888889",1789570,-745
-744,3113,"0x0C29",6,-744,816043787,"0x30A3D70B",1789570,-743
-743,3120,"0x0C30",7,-743,817833356,"0x30BF258C",1789569,-743
-742,3127,"0x0C37",7,-742,819622926,"0x30DA740E",1789570,-742
-741,3134,"0x0C3E",7,-741,821412496,"0x30F5C290",1789570,-740
-740,3141,"0x0C45",7,-739,823202066,"0x31111112",1789570,-739
-739,3148,"0x0C4C",7,-738,824991635,"0x312C5F93",1789569,-739
-738,3154,"0x0C52",6,-738,826781205,"0x3147AE15",1789570,-738
-737,3161,"0x0C59",7,-737,828570775,"0x3162FC97",1789570,-736
-736,3168,"0x0C60",7,-736,830360344,"0x317E4B18",1789569,-736
-735,3175,"0x0C67",7,-735,832149914,"0x3199999A",1789570,-735
-734,3182,"0x0C6E",7,-733,833939484,"0x31B4E81C",1789570,-733
-733,3189,"0x0C75",7,-732,835729054,"0x31D0369E",1789570,-732
-732,3195,"0x0C7B",6,-732,837518623,"0x31EB851F",1789569,-732
-731,3202,"0x0C82",7,-731,839308193,"0x3206D3A1",1789570,-731
-730,3209,"0x0C89",7,-730,841097763,"0x32222223",1789570,-729
-729,3216,"0x0C90",7,-728,842887332,"0x323D70A4",1789569,-729
-728,3223,"0x0C97",7,-727,844676902,"0x3258BF26",1789570,-728
-727,3230,"0x0C9E",7,-726,846466472,"0x32740DA8",1789570,-726
-726,3236,"0x0CA4",6,-726,848256041,"0x328F5C29",1789569,-726
-725,3243,"0x0CAB",7,-725,850045611,"0x32AAAAAB",1789570,-725
-724,3250,"0x0CB2",7,-724,851835181,"0x32C5F92D",1789570,-723
-723,3257,"0x0CB9",7,-722,853624751,"0x32E147AF",1789570,-722
-722,3264,"0x0CC0",7,-721,855414320,"0x32FC9630",1789569,-722
-721,3270,"0x0CC6",6,-721,857203890,"0x3317E4B2",1789570,-721
-720,3277,"0x0CCD",7,-720,858993460,"0x33333334",1789570,-719
-719,3284,"0x0CD4",7,-719,860783029,"0x334E81B5",1789569,-719
-718,3291,"0x0CDB",7,-718,862572599,"0x3369D037",1789570,-718
-717,3298,"0x0CE2",7,-716,864362169,"0x33851EB9",1789570,-716
-716,3305,"0x0CE9",7,-715,866151739,"0x33A06D3B",1789570,-715
-715,3311,"0x0CEF",6,-715,867941308,"0x33BBBBBC",1789569,-715
-714,3318,"0x0CF6",7,-714,869730878,"0x33D70A3E",1789570,-714
-713,3325,"0x0CFD",7,-713,871520448,"0x33F258C0",1789570,-712
-712,3332,"0x0D04",7,-712,873310017,"0x340DA741",1789569,-712
-711,3339,"0x0D0B",7,-710,875099587,"0x3428F5C3",1789570,-711
-710,3346,"0x0D12",7,-709,876889157,"0x34444445",1789570,-709
-709,3352,"0x0D18",6,-709,878678726,"0x345F92C6",1789569,-709
-708,3359,"0x0D1F",7,-708,880468296,"0x347AE148",1789570,-708
-707,3366,"0x0D26",7,-707,882257866,"0x34962FCA",1789570,-706
-706,3373,"0x0D2D",7,-705,884047436,"0x34B17E4C",1789570,-705
-705,3380,"0x0D34",7,-704,885837005,"0x34CCCCCD",1789569,-705
-704,3387,"0x0D3B",7,-703,887626575,"0x34E81B4F",1789570,-704
-703,3393,"0x0D41",6,-703,889416145,"0x350369D1",1789570,-702
-702,3400,"0x0D48",7,-702,891205714,"0x351EB852",1789569,-702
-701,3407,"0x0D4F",7,-701,892995284,"0x353A06D4",1789570,-701
-700,3414,"0x0D56",7,-699,894784854,"0x35555556",1789570,-699
-699,3421,"0x0D5D",7,-698,896574424,"0x3570A3D8",1789570,-698
-698,3427,"0x0D63",6,-698,898363993,"0x358BF259",1789569,-698
-697,3434,"0x0D6A",7,-697,900153563,"0x35A740DB",1789570,-697
-696,3441,"0x0D71",7,-696,901943133,"0x35C28F5D",1789570,-695
-695,3448,"0x0D78",7,-695,903732702,"0x35DDDDDE",1789569,-695
-694,3455,"0x0D7F",7,-693,905522272,"0x35F92C60",1789570,-694
-693,3462,"0x0D86",7,-692,907311842,"0x36147AE2",1789570,-692
-692,3468,"0x0D8C",6,-692,909101411,"0x362FC963",1789569,-692
-691,3475,"0x0D93",7,-691,910890981,"0x364B17E5",1789570,-691
-690,3482,"0x0D9A",7,-690,912680551,"0x36666667",1789570,-689
-689,3489,"0x0DA1",7,-689,914470121,"0x3681B4E9",1789570,-688
-688,3496,"0x0DA8",7,-687,916259690,"0x369D036A",1789569,-688
-687,3503,"0x0DAF",7,-686,918049260,"0x36B851EC",1789570,-687
-686,3509,"0x0DB5",6,-686,919838830,"0x36D3A06E",1789570,-685
-685,3516,"0x0DBC",7,-685,921628399,"0x36EEEEEF",1789569,-685
-684,3523,"0x0DC3",7,-684,923417969,"0x370A3D71",1789570,-684
-683,3530,"0x0DCA",7,-682,925207539,"0x37258BF3",1789570,-682
-682,3537,"0x0DD1",7,-681,926997109,"0x3740DA75",1789570,-681
-681,3544,"0x0DD8",7,-680,928786678,"0x375C28F6",1789569,-681
-680,3550,"0x0DDE",6,-680,930576248,"0x37777778",1789570,-680
-679,3557,"0x0DE5",7,-679,932365818,"0x3792C5FA",1789570,-678
-678,3564,"0x0DEC",7,-678,934155387,"0x37AE147B",1789569,-678
-677,3571,"0x0DF3",7,-676,935944957,"0x37C962FD",1789570,-677
-676,3578,"0x0DFA",7,-675,937734527,"0x37E4B17F",1789570,-675
-675,3584,"0x0E00",6,-675,939524096,"0x38000000",1789569,-675
-674,3591,"0x0E07",7,-674,941313666,"0x381B4E82",1789570,-674
-673,3598,"0x0E0E",7,-673,943103236,"0x38369D04",1789570,-672
-672,3605,"0x0E15",7,-672,944892806,"0x3851EB86",1789570,-671
-671,3612,"0x0E1C",7,-670,946682375,"0x386D3A07",1789569,-671
-670,3619,"0x0E23",7,-669,948471945,"0x38888889",1789570,-670
-669,3625,"0x0E29",6,-669,950261515,"0x38A3D70B",1789570,-668
-668,3632,"0x0E30",7,-668,952051084,"0x38BF258C",1789569,-668
-667,3639,"0x0E37",7,-667,953840654,"0x38DA740E",1789570,-667
-666,3646,"0x0E3E",7,-665,955630224,"0x38F5C290",1789570,-665
-665,3653,"0x0E45",7,-664,957419794,"0x39111112",1789570,-664
-664,3660,"0x0E4C",7,-663,959209363,"0x392C5F93",1789569,-664
-663,3666,"0x0E52",6,-663,960998933,"0x3947AE15",1789570,-663
-662,3673,"0x0E59",7,-662,962788503,"0x3962FC97",1789570,-661
-661,3680,"0x0E60",7,-661,964578072,"0x397E4B18",1789569,-661
-660,3687,"0x0E67",7,-659,966367642,"0x3999999A",1789570,-660
-659,3694,"0x0E6E",7,-658,968157212,"0x39B4E81C",1789570,-658
-658,3701,"0x0E75",7,-657,969946782,"0x39D0369E",1789570,-657
-657,3707,"0x0E7B",6,-657,971736351,"0x39EB851F",1789569,-657
-656,3714,"0x0E82",7,-656,973525921,"0x3A06D3A1",1789570,-655
-655,3721,"0x0E89",7,-655,975315491,"0x3A222223",1789570,-654
-654,3728,"0x0E90",7,-653,977105060,"0x3A3D70A4",1789569,-654
-653,3735,"0x0E97",7,-652,978894630,"0x3A58BF26",1789570,-653
-652,3742,"0x0E9E",7,-651,980684200,"0x3A740DA8",1789570,-651
-651,3748,"0x0EA4",6,-651,982473769,"0x3A8F5C29",1789569,-651
-650,3755,"0x0EAB",7,-650,984263339,"0x3AAAAAAB",1789570,-650
-649,3762,"0x0EB2",7,-649,986052909,"0x3AC5F92D",1789570,-648
-648,3769,"0x0EB9",7,-647,987842479,"0x3AE147AF",1789570,-647
-647,3776,"0x0EC0",7,-646,989632048,"0x3AFC9630",1789569,-647
-646,3782,"0x0EC6",6,-646,991421618,"0x3B17E4B2",1789570,-646
-645,3789,"0x0ECD",7,-645,993211188,"0x3B333334",1789570,-644
-644,3796,"0x0ED4",7,-644,995000757,"0x3B4E81B5",1789569,-644
-643,3803,"0x0EDB",7,-642,996790327,"0x3B69D037",1789570,-643
-642,3810,"0x0EE2",7,-641,998579897,"0x3B851EB9",1789570,-641
-641,3817,"0x0EE9",7,-640,1000369467,"0x3BA06D3B",1789570,-640
-640,3823,"0x0EEF",6,-640,1002159036,"0x3BBBBBBC",1789569,-640
-639,3830,"0x0EF6",7,-639,1003948606,"0x3BD70A3E",1789570,-638
-638,3837,"0x0EFD",7,-638,1005738176,"0x3BF258C0",1789570,-637
-637,3844,"0x0F04",7,-636,1007527745,"0x3C0DA741",1789569,-637
-636,3851,"0x0F0B",7,-635,1009317315,"0x3C28F5C3",1789570,-636
-635,3858,"0x0F12",7,-634,1011106885,"0x3C444445",1789570,-634
-634,3864,"0x0F18",6,-634,1012896454,"0x3C5F92C6",1789569,-634
-633,3871,"0x0F1F",7,-633,1014686024,"0x3C7AE148",1789570,-633
-632,3878,"0x0F26",7,-632,1016475594,"0x3C962FCA",1789570,-631
-631,3885,"0x0F2D",7,-630,1018265164,"0x3CB17E4C",1789570,-630
-630,3892,"0x0F34",7,-629,1020054733,"0x3CCCCCCD",1789569,-630
-629,3899,"0x0F3B",7,-628,1021844303,"0x3CE81B4F",1789570,-629
-628,3905,"0x0F41",6,-628,1023633873,"0x3D0369D1",1789570,-627
-627,3912,"0x0F48",7,-627,1025423442,"0x3D1EB852",1789569,-627
-626,3919,"0x0F4F",7,-626,1027213012,"0x3D3A06D4",1789570,-626
-625,3926,"0x0F56",7,-624,1029002582,"0x3D555556",1789570,-624
-624,3933,"0x0F5D",7,-623,1030792152,"0x3D70A3D8",1789570,-623
-623,3939,"0x0F63",6,-623,1032581721,"0x3D8BF259",1789569,-623
-622,3946,"0x0F6A",7,-622,1034371291,"0x3DA740DB",1789570,-621
-621,3953,"0x0F71",7,-621,1036160861,"0x3DC28F5D",1789570,-620
-620,3960,"0x0F78",7,-619,1037950430,"0x3DDDDDDE",1789569,-620
-619,3967,"0x0F7F",7,-618,1039740000,"0x3DF92C60",1789570,-619
-618,3974,"0x0F86",7,-617,1041529570,"0x3E147AE2",1789570,-617
-617,3980,"0x0F8C",6,-617,1043319139,"0x3E2FC963",1789569,-617
-616,3987,"0x0F93",7,-616,1045108709,"0x3E4B17E5",1789570,-616
-615,3994,"0x0F9A",7,-615,1046898279,"0x3E666667",1789570,-614
-614,4001,"0x0FA1",7,-613,1048687849,"0x3E81B4E9",1789570,-613
-613,4008,"0x0FA8",7,-612,1050477418,"0x3E9D036A",1789569,-613
-612,4015,"0x0FAF",7,-611,1052266988,"0x3EB851EC",1789570,-612
-611,4021,"0x0FB5",6,-611,1054056558,"0x3ED3A06E",1789570,-610
-610,4028,"0x0FBC",7,-610,1055846127,"0x3EEEEEEF",1789569,-610
-609,4035,"0x0FC3",7,-609,1057635697,"0x3F0A3D71",1789570,-609
-608,4042,"0x0FCA",7,-607,1059425267,"0x3F258BF3",1789570,-607
-607,4049,"0x0FD1",7,-606,1061214837,"0x3F40DA75",1789570,-606
-606,4056,"0x0FD8",7,-605,1063004406,"0x3F5C28F6",1789569,-606
-605,4062,"0x0FDE",6,-605,1064793976,"0x3F777778",1789570,-604
-604,4069,"0x0FE5",7,-604,1066583546,"0x3F92C5FA",1789570,-603
-603,4076,"0x0FEC",7,-603,1068373115,"0x3FAE147B",1789569,-603
-602,4083,"0x0FF3",7,-601,1070162685,"0x3FC962FD",1789570,-602
-601,4090,"0x0FFA",7,-600,1071952255,"0x3FE4B17F",1789570,-600
-600,4096,"0x1000",6,-600,1073741824,"0x40000000",1789569,-600
-599,4103,"0x1007",7,-599,1075531394,"0x401B4E82",1789570,-599
-598,4110,"0x100E",7,-598,1077320964,"0x40369D04",1789570,-597
-597,4117,"0x1015",7,-596,1079110534,"0x4051EB86",1789570,-596
-596,4124,"0x101C",7,-595,1080900103,"0x406D3A07",1789569,-596
-595,4131,"0x1023",7,-594,1082689673,"0x40888889",1789570,-595
-594,4137,"0x1029",6,-594,1084479243,"0x40A3D70B",1789570,-593
-593,4144,"0x1030",7,-593,1086268812,"0x40BF258C",1789569,-593
-592,4151,"0x1037",7,-592,1088058382,"0x40DA740E",1789570,-592
-591,4158,"0x103E",7,-590,1089847952,"0x40F5C290",1789570,-590
-590,4165,"0x1045",7,-589,1091637522,"0x41111112",1789570,-589
-589,4172,"0x104C",7,-588,1093427091,"0x412C5F93",1789569,-589
-588,4178,"0x1052",6,-588,1095216661,"0x4147AE15",1789570,-587
-587,4185,"0x1059",7,-587,1097006231,"0x4162FC97",1789570,-586
-586,4192,"0x1060",7,-586,1098795800,"0x417E4B18",1789569,-586
-585,4199,"0x1067",7,-584,1100585370,"0x4199999A",1789570,-585
-584,4206,"0x106E",7,-583,1102374940,"0x41B4E81C",1789570,-583
-583,4213,"0x1075",7,-582,1104164510,"0x41D0369E",1789570,-582
-582,4219,"0x107B",6,-582,1105954079,"0x41EB851F",1789569,-582
-581,4226,"0x1082",7,-581,1107743649,"0x4206D3A1",1789570,-580
-580,4233,"0x1089",7,-580,1109533219,"0x42222223",1789570,-579
-579,4240,"0x1090",7,-578,1111322788,"0x423D70A4",1789569,-579
-578,4247,"0x1097",7,-577,1113112358,"0x4258BF26",1789570,-578
-577,4254,"0x109E",7,-576,1114901928,"0x42740DA8",1789570,-576
-576,4260,"0x10A4",6,-576,1116691497,"0x428F5C29",1789569,-576
-575,4267,"0x10AB",7,-575,1118481067,"0x42AAAAAB",1789570,-575
-574,4274,"0x10B2",7,-573,1120270637,"0x42C5F92D",1789570,-573
-573,4281,"0x10B9",7,-572,1122060207,"0x42E147AF",1789570,-572
-572,4288,"0x10C0",7,-571,1123849776,"0x42FC9630",1789569,-572
-571,4294,"0x10C6",6,-571,1125639346,"0x4317E4B2",1789570,-570
-570,4301,"0x10CD",7,-570,1127428916,"0x43333334",1789570,-569
-569,4308,"0x10D4",7,-569,1129218485,"0x434E81B5",1789569,-569
-568,4315,"0x10DB",7,-567,1131008055,"0x4369D037",1789570,-568
-567,4322,"0x10E2",7,-566,1132797625,"0x43851EB9",1789570,-566
-566,4329,"0x10E9",7,-565,1134587195,"0x43A06D3B",1789570,-565
-565,4335,"0x10EF",6,-565,1136376764,"0x43BBBBBC",1789569,-565
-564,4342,"0x10F6",7,-564,1138166334,"0x43D70A3E",1789570,-563
-563,4349,"0x10FD",7,-563,1139955904,"0x43F258C0",1789570,-562
-562,4356,"0x1104",7,-561,1141745473,"0x440DA741",1789569,-562
-561,4363,"0x110B",7,-560,1143535043,"0x4428F5C3",1789570,-561
-560,4370,"0x1112",7,-559,1145324613,"0x44444445",1789570,-559
-559,4376,"0x1118",6,-559,1147114182,"0x445F92C6",1789569,-559
-558,4383,"0x111F",7,-558,1148903752,"0x447AE148",1789570,-558
-557,4390,"0x1126",7,-557,1150693322,"0x44962FCA",1789570,-556
-556,4397,"0x112D",7,-555,1152482892,"0x44B17E4C",1789570,-555
-555,4404,"0x1134",7,-554,1154272461,"0x44CCCCCD",1789569,-555
-554,4411,"0x113B",7,-553,1156062031,"0x44E81B4F",1789570,-553
-553,4417,"0x1141",6,-553,1157851601,"0x450369D1",1789570,-552
-552,4424,"0x1148",7,-552,1159641170,"0x451EB852",1789569,-552
-551,4431,"0x114F",7,-550,1161430740,"0x453A06D4",1789570,-551
-550,4438,"0x1156",7,-549,1163220310,"0x45555556",1789570,-549
-549,4445,"0x115D",7,-548,1165009880,"0x4570A3D8",1789570,-548
-548,4451,"0x1163",6,-548,1166799449,"0x458BF259",1789569,-548
-547,4458,"0x116A",7,-547,1168589019,"0x45A740DB",1789570,-546
-546,4465,"0x1171",7,-546,1170378589,"0x45C28F5D",1789570,-545
-545,4472,"0x1178",7,-544,1172168158,"0x45DDDDDE",1789569,-545
-544,4479,"0x117F",7,-543,1173957728,"0x45F92C60",1789570,-544
-543,4486,"0x1186",7,-542,1175747298,"0x46147AE2",1789570,-542
-542,4492,"0x118C",6,-542,1177536867,"0x462FC963",1789569,-542
-541,4499,"0x1193",7,-541,1179326437,"0x464B17E5",1789570,-541
-540,4506,"0x119A",7,-540,1181116007,"0x46666667",1789570,-539
-539,4513,"0x11A1",7,-538,1182905577,"0x4681B4E9",1789570,-538
-538,4520,"0x11A8",7,-537,1184695146,"0x469D036A",1789569,-538
-537,4527,"0x11AF",7,-536,1186484716,"0x46B851EC",1789570,-536
-536,4533,"0x11B5",6,-536,1188274286,"0x46D3A06E",1789570,-535
-535,4540,"0x11BC",7,-535,1190063855,"0x46EEEEEF",1789569,-535
-534,4547,"0x11C3",7,-534,1191853425,"0x470A3D71",1789570,-534
-533,4554,"0x11CA",7,-532,1193642995,"0x47258BF3",1789570,-532
-532,4561,"0x11D1",7,-531,1195432565,"0x4740DA75",1789570,-531
-531,4568,"0x11D8",7,-530,1197222134,"0x475C28F6",1789569,-531
-530,4574,"0x11DE",6,-530,1199011704,"0x47777778",1789570,-529
-529,4581,"0x11E5",7,-529,1200801274,"0x4792C5FA",1789570,-528
-528,4588,"0x11EC",7,-527,1202590843,"0x47AE147B",1789569,-528
-527,4595,"0x11F3",7,-526,1204380413,"0x47C962FD",1789570,-527
-526,4602,"0x11FA",7,-525,1206169983,"0x47E4B17F",1789570,-525
-525,4608,"0x1200",6,-525,1207959552,"0x48000000",1789569,-525
-524,4615,"0x1207",7,-524,1209749122,"0x481B4E82",1789570,-524
-523,4622,"0x120E",7,-523,1211538692,"0x48369D04",1789570,-522
-522,4629,"0x1215",7,-521,1213328262,"0x4851EB86",1789570,-521
-521,4636,"0x121C",7,-520,1215117831,"0x486D3A07",1789569,-521
-520,4643,"0x1223",7,-519,1216907401,"0x48888889",1789570,-519
-519,4649,"0x1229",6,-519,1218696971,"0x48A3D70B",1789570,-518
-518,4656,"0x1230",7,-518,1220486540,"0x48BF258C",1789569,-518
-517,4663,"0x1237",7,-517,1222276110,"0x48DA740E",1789570,-517
-516,4670,"0x123E",7,-515,1224065680,"0x48F5C290",1789570,-515
-515,4677,"0x1245",7,-514,1225855250,"0x49111112",1789570,-514
-514,4684,"0x124C",7,-513,1227644819,"0x492C5F93",1789569,-514
-513,4690,"0x1252",6,-513,1229434389,"0x4947AE15",1789570,-512
-512,4697,"0x1259",7,-512,1231223959,"0x4962FC97",1789570,-511
-511,4704,"0x1260",7,-510,1233013528,"0x497E4B18",1789569,-511
-510,4711,"0x1267",7,-509,1234803098,"0x4999999A",1789570,-510
-509,4718,"0x126E",7,-508,1236592668,"0x49B4E81C",1789570,-508
-508,4725,"0x1275",7,-507,1238382238,"0x49D0369E",1789570,-507
-507,4731,"0x127B",6,-507,1240171807,"0x49EB851F",1789569,-507
-506,4738,"0x1282",7,-506,1241961377,"0x4A06D3A1",1789570,-505
-505,4745,"0x1289",7,-504,1243750947,"0x4A222223",1789570,-504
-504,4752,"0x1290",7,-503,1245540516,"0x4A3D70A4",1789569,-504
-503,4759,"0x1297",7,-502,1247330086,"0x4A58BF26",1789570,-502
-502,4766,"0x129E",7,-501,1249119656,"0x4A740DA8",1789570,-501
-501,4772,"0x12A4",6,-501,1250909225,"0x4A8F5C29",1789569,-501
-500,4779,"0x12AB",7,-500,1252698795,"0x4AAAAAAB",1789570,-500
-499,4786,"0x12B2",7,-498,1254488365,"0x4AC5F92D",1789570,-498
-498,4793,"0x12B9",7,-497,1256277935,"0x4AE147AF",1789570,-497
-497,4800,"0x12C0",7,-496,1258067504,"0x4AFC9630",1789569,-497
-496,4806,"0x12C6",6,-496,1259857074,"0x4B17E4B2",1789570,-495
-495,4813,"0x12CD",7,-495,1261646644,"0x4B333334",1789570,-494
-494,4820,"0x12D4",7,-494,1263436213,"0x4B4E81B5",1789569,-494
