Pitch Offset in HCU,PB MIDI1,PB Hex MIDI2,Delta PB MIDI1,Pitch Offset from MIDI1,PB MIDI2,PB Hex MIDI2,Delta PB MIDI2,Pitch Offset from MIDI2
-493,4827,"0x12DB",7,-492,1265225783,"0x4B69D037",1789570,-493
-492,4834,"0x12E2",7,-491,1267015353,"0x4B851EB9",1789570,-491
-491,4841,"0x12E9",7,-490,1268804923,"0x4BA06D3B",1789570,-490
-490,4847,"0x12EF",6,-490,1270594492,"0x4BBBBBBC",1789569,-490
-489,4854,"0x12F6",7,-489,1272384062,"0x4BD70A3E",1789570,-488
-488,4861,"0x12FD",7,-487,1274173632,"0x4BF258C0",1789570,-487
-487,4868,"0x1304",7,-486,1275963201,"0x4C0DA741",1789569,-487
-486,4875,"0x130B",7,-485,1277752771,"0x4C28F5C3",1789570,-485
-485,4882,"0x1312",7,-484,1279542341,"0x4C444445",1789570,-484
-484,4888,"0x1318",6,-484,1281331910,"0x4C5F92C6",1789569,-484
-483,4895,"0x131F",7,-483,1283121480,"0x4C7AE148",1789570,-483
-482,4902,"0x1326",7,-481,1284911050,"0x4C962FCA",1789570,-481
-481,4909,"0x132D",7,-480,1286700620,"0x4CB17E4C",1789570,-480
-480,4916,"0x1334",7,-479,1288490189,"0x4CCCCCCD",1789569,-480
-479,4923,"0x133B",7,-478,1290279759,"0x4CE81B4F",1789570,-478
-478,4929,"0x1341",6,-478,1292069329,"0x4D0369D1",1789570,-477
-477,4936,"0x1348",7,-477,1293858898,"0x4D1EB852",1789569,-477
-476,4943,"0x134F",7,-475,1295648468,"0x4D3A06D4",1789570,-476
-475,4950,"0x1356",7,-474,1297438038,"0x4D555556",1789570,-474
-474,4957,"0x135D",7,-473,1299227608,"0x4D70A3D8",1789570,-473
-473,4963,"0x1363",6,-473,1301017177,"0x4D8BF259",1789569,-473
-472,4970,"0x136A",7,-472,1302806747,"0x4DA740DB",1789570,-471
-471,4977,"0x1371",7,-471,1304596317,"0x4DC28F5D",1789570,-470
-470,4984,"0x1378",7,-469,1306385886,"0x4DDDDDDE",1789569,-470
-469,4991,"0x137F",7,-468,1308175456,"0x4DF92C60",1789570,-468
-468,4998,"0x1386",7,-467,1309965026,"0x4E147AE2",1789570,-467
-467,5004,"0x138C",6,-467,1311754595,"0x4E2FC963",1789569,-467
-466,5011,"0x1393",7,-466,1313544165,"0x4E4B17E5",1789570,-466
-465,5018,"0x139A",7,-464,1315333735,"0x4E666667",1789570,-464
-464,5025,"0x13A1",7,-463,1317123305,"0x4E81B4E9",1789570,-463
-463,5032,"0x13A8",7,-462,1318912874,"0x4E9D036A",1789569,-463
-462,5039,"0x13AF",7,-461,1320702444,"0x4EB851EC",1789570,-461
-461,5045,"0x13B5",6,-461,1322492014,"0x4ED3A06E",1789570,-460
-460,5052,"0x13BC",7,-460,1324281583,"0x4EEEEEEF",1789569,-460
-459,5059,"0x13C3",7,-458,1326071153,"0x4F0A3D71",1789570,-459
-458,5066,"0x13CA",7,-457,1327860723,"0x4F258BF3",1789570,-457
-457,5073,"0x13D1",7,-456,1329650293,"0x4F40DA75",1789570,-456
-456,5080,"0x13D8",7,-455,1331439862,"0x4F5C28F6",1789569,-456
-455,5086,"0x13DE",6,-455,1333229432,"0x4F777778",1789570,-454
-454,5093,"0x13E5",7,-454,1335019002,"0x4F92C5FA",1789570,-453
-453,5100,"0x13EC",7,-452,1336808571,"0x4FAE147B",1789569,-453
-452,5107,"0x13F3",7,-451,1338598141,"0x4FC962FD",1789570,-451
-451,5114,"0x13FA",7,-450,1340387711,"0x4FE4B17F",1789570,-450
-450,5120,"0x1400",6,-450,1342177280,"0x50000000",1789569,-450
-449,5127,"0x1407",7,-449,1343966850,"0x501B4E82",1789570,-449
-448,5134,"0x140E",7,-448,1345756420,"0x50369D04",1789570,-447
-447,5141,"0x1415",7,-446,1347545990,"0x5051EB86",1789570,-446
-446,5148,"0x141C",7,-445,1349335559,"0x506D3A07",1789569,-446
-445,5155,"0x1423",7,-444,1351125129,"0x50888889",1789570,-444
-444,5161,"0x1429",6,-444,1352914699,"0x50A3D70B",1789570,-443
-443,5168,"0x1430",7,-443,1354704268,"0x50BF258C",1789569,-443
-442,5175,"0x1437",7,-441,1356493838,"0x50DA740E",1789570,-442
-441,5182,"0x143E",7,-440,1358283408,"0x50F5C290",1789570,-440
-440,5189,"0x1445",7,-439,1360072978,"0x51111112",1789570,-439
-439,5196,"0x144C",7,-438,1361862547,"0x512C5F93",1789569,-439
-438,5202,"0x1452",6,-438,1363652117,"0x5147AE15",1789570,-437
-437,5209,"0x1459",7,-437,1365441687,"0x5162FC97",1789570,-436
-436,5216,"0x1460",7,-435,1367231256,"0x517E4B18",1789569,-436
-435,5223,"0x1467",7,-434,1369020826,"0x5199999A",1789570,-434
-434,5230,"0x146E",7,-433,1370810396,"0x51B4E81C",1789570,-433
-433,5237,"0x1475",7,-432,1372599966,"0x51D0369E",1789570,-432
-432,5243,"0x147B",6,-432,1374389535,"0x51EB851F",1789569,-432
-431,5250,"0x1482",7,-431,1376179105,"0x5206D3A1",1789570,-430
-430,5257,"0x1489",7,-429,1377968675,"0x52222223",1789570,-429
-429,5264,"0x1490",7,-428,1379758244,"0x523D70A4",1789569,-429
-428,5271,"0x1497",7,-427,1381547814,"0x5258BF26",1789570,-427
-427,5278,"0x149E",7,-426,1383337384,"0x52740DA8",1789570,-426
-426,5284,"0x14A4",6,-426,1385126953,"0x528F5C29",1789569,-426
-425,5291,"0x14AB",7,-425,1386916523,"0x52AAAAAB",1789570,-425
-424,5298,"0x14B2",7,-423,1388706093,"0x52C5F92D",1789570,-423
-423,5305,"0x14B9",7,-422,1390495663,"0x52E147AF",1789570,-422
-422,5312,"0x14C0",7,-421,1392285232,"0x52FC9630",1789569,-422
-421,5318,"0x14C6",6,-421,1394074802,"0x5317E4B2",1789570,-420
-420,5325,"0x14CD",7,-420,1395864372,"0x53333334",1789570,-419
-419,5332,"0x14D4",7,-418,1397653941,"0x534E81B5",1789569,-419
-418,5339,"0x14DB",7,-417,1399443511,"0x5369D037",1789570,-417
-417,5346,"0x14E2",7,-416,1401233081,"0x53851EB9",1789570,-416
-416,5353,"0x14E9",7,-415,1403022651,"0x53A06D3B",1789570,-415
-415,5359,"0x14EF",6,-415,1404812220,"0x53BBBBBC",1789569,-415
-414,5366,"0x14F6",7,-414,1406601790,"0x53D70A3E",1789570,-413
-413,5373,"0x14FD",7,-412,1408391360,"0x53F258C0",1789570,-412
-412,5380,"0x1504",7,-411,1410180929,"0x540DA741",1789569,-412
-411,5387,"0x150B",7,-410,1411970499,"0x5428F5C3",1789570,-410
-410,5394,"0x1512",7,-409,1413760069,"0x54444445",1789570,-409
-409,5400,"0x1518",6,-409,1415549638,"0x545F92C6",1789569,-409
-408,5407,"0x151F",7,-408,1417339208,"0x547AE148",1789570,-408
-407,5414,"0x1526",7,-406,1419128778,"0x54962FCA",1789570,-406
-406,5421,"0x152D",7,-405,1420918348,"0x54B17E4C",1789570,-405
-405,5428,"0x1534",7,-404,1422707917,"0x54CCCCCD",1789569,-405
-404,5435,"0x153B",7,-403,1424497487,"0x54E81B4F",1789570,-403
-403,5441,"0x1541",6,-403,1426287057,"0x550369D1",1789570,-402
-402,5448,"0x1548",7,-402,1428076626,"0x551EB852",1789569,-402
-401,5455,"0x154F",7,-400,1429866196,"0x553A06D4",1789570,-400
-400,5462,"0x1556",7,-399,1431655766,"0x55555556",1789570,-399
-399,5469,"0x155D",7,-398,1433445336,"0x5570A3D8",1789570,-398
-398,5475,"0x1563",6,-398,1435234905,"0x558BF259",1789569,-398
-397,5482,"0x156A",7,-397,1437024475,"0x55A740DB",1789570,-396
-396,5489,"0x1571",7,-395,1438814045,"0x55C28F5D",1789570,-395
-395,5496,"0x1578",7,-394,1440603614,"0x55DDDDDE",1789569,-395
-394,5503,"0x157F",7,-393,1442393184,"0x55F92C60",1789570,-393
-393,5510,"0x1586",7,-392,1444182754,"0x56147AE2",1789570,-392
-392,5516,"0x158C",6,-392,1445972323,"0x562FC963",1789569,-392
-391,5523,"0x1593",7,-391,1447761893,"0x564B17E5",1789570,-391
-390,5530,"0x159A",7,-389,1449551463,"0x56666667",1789570,-389
-389,5537,"0x15A1",7,-388,1451341033,"0x5681B4E9",1789570,-388
-388,5544,"0x15A8",7,-387,1453130602,"0x569D036A",1789569,-388
-387,5551,"0x15AF",7,-386,1454920172,"0x56B851EC",1789570,-386
-386,5557,"0x15B5",6,-386,1456709742,"0x56D3A06E",1789570,-385
-385,5564,"0x15BC",7,-385,1458499311,"0x56EEEEEF",1789569,-385
-384,5571,"0x15C3",7,-383,1460288881,"0x570A3D71",1789570,-383
-383,5578,"0x15CA",7,-382,1462078451,"0x57258BF3",1789570,-382
-382,5585,"0x15D1",7,-381,1463868021,"0x5740DA75",1789570,-381
-381,5592,"0x15D8",7,-380,1465657590,"0x575C28F6",1789569,-381
-380,5598,"0x15DE",6,-380,1467447160,"0x57777778",1789570,-379
-379,5605,"0x15E5",7,-379,1469236730,"0x5792C5FA",1789570,-378
-378,5612,"0x15EC",7,-377,1471026299,"0x57AE147B",1789569,-378
-377,5619,"0x15F3",7,-376,1472815869,"0x57C962FD",1789570,-376
-376,5626,"0x15FA",7,-375,1474605439,"0x57E4B17F",1789570,-375
-375,5632,"0x1600",6,-375,1476395008,"0x58000000",1789569,-375
-374,5639,"0x1607",7,-374,1478184578,"0x581B4E82",1789570,-374
-373,5646,"0x160E",7,-372,1479974148,"0x58369D04",1789570,-372
-372,5653,"0x1615",7,-371,1481763718,"0x5851EB86",1789570,-371
-371,5660,"0x161C",7,-370,1483553287,"0x586D3A07",1789569,-371
-370,5667,"0x1623",7,-369,1485342857,"0x58888889",1789570,-369
-369,5673,"0x1629",6,-369,1487132427,"0x58A3D70B",1789570,-368
-368,5680,"0x1630",7,-368,1488921996,"0x58BF258C",1789569,-368
-367,5687,"0x1637",7,-366,1490711566,"0x58DA740E",1789570,-366
-366,5694,"0x163E",7,-365,1492501136,"0x58F5C290",1789570,-365
-365,5701,"0x1645",7,-364,1494290706,"0x59111112",1789570,-364
-364,5708,"0x164C",7,-363,1496080275,"0x592C5F93",1789569,-364
-363,5714,"0x1652",6,-363,1497869845,"0x5947AE15",1789570,-362
-362,5721,"0x1659",7,-362,1499659415,"0x5962FC97",1789570,-361
-361,5728,"0x1660",7,-360,1501448984,"0x597E4B18",1789569,-361
-360,5735,"0x1667",7,-359,1503238554,"0x5999999A",1789570,-359
-359,5742,"0x166E",7,-358,1505028124,"0x59B4E81C",1789570,-358
-358,5749,"0x1675",7,-357,1506817694,"0x59D0369E",1789570,-357
-357,5755,"0x167B",6,-357,1508607263,"0x59EB851F",1789569,-357
-356,5762,"0x1682",7,-356,1510396833,"0x5A06D3A1",1789570,-355
-355,5769,"0x1689",7,-354,1512186403,"0x5A222223",1789570,-354
-354,5776,"0x1690",7,-353,1513975972,"0x5A3D70A4",1789569,-354
-353,5783,"0x1697",7,-352,1515765542,"0x5A58BF26",1789570,-352
-352,5790,"0x169E",7,-351,1517555112,"0x5A740DA8",1789570,-351
-351,5796,"0x16A4",6,-351,1519344681,"0x5A8F5C29",1789569,-351
-350,5803,"0x16AB",7,-349,1521134251,"0x5AAAAAAB",1789570,-349
-349,5810,"0x16B2",7,-348,1522923821,"0x5AC5F92D",1789570,-348
-348,5817,"0x16B9",7,-347,1524713391,"0x5AE147AF",1789570,-347
-347,5824,"0x16C0",7,-346,1526502960,"0x5AFC9630",1789569,-347
-346,5830,"0x16C6",6,-346,1528292530,"0x5B17E4B2",1789570,-345
-345,5837,"0x16CD",7,-345,1530082100,"0x5B333334",1789570,-344
-344,5844,"0x16D4",7,-343,1531871669,"0x5B4E81B5",1789569,-344
-343,5851,"0x16DB",7,-342,1533661239,"0x5B69D037",1789570,-342
-342,5858,"0x16E2",7,-341,1535450809,"0x5B851EB9",1789570,-341
-341,5865,"0x16E9",7,-340,1537240379,"0x5BA06D3B",1789570,-340
-340,5871,"0x16EF",6,-340,1539029948,"0x5BBBBBBC",1789569,-340
-339,5878,"0x16F6",7,-339,1540819518,"0x5BD70A3E",1789570,-338
-338,5885,"0x16FD",7,-337,1542609088,"0x5BF258C0",1789570,-337
-337,5892,"0x1704",7,-336,1544398657,"0x5C0DA741",1789569,-337
-336,5899,"0x170B",7,-335,1546188227,"0x5C28F5C3",1789570,-335
-335,5906,"0x1712",7,-334,1547977797,"0x5C444445",1789570,-334
-334,5912,"0x1718",6,-334,1549767366,"0x5C5F92C6",1789569,-334
-333,5919,"0x171F",7,-332,1551556936,"0x5C7AE148",1789570,-332
-332,5926,"0x1726",7,-331,1553346506,"0x5C962FCA",1789570,-331
-331,5933,"0x172D",7,-330,1555136076,"0x5CB17E4C",1789570,-330
-330,5940,"0x1734",7,-329,1556925645,"0x5CCCCCCD",1789569,-330
-329,5947,"0x173B",7,-328,1558715215,"0x5CE81B4F",1789570,-328
-328,5953,"0x1741",6,-328,1560504785,"0x5D0369D1",1789570,-327
-327,5960,"0x1748",7,-326,1562294354,"0x5D1EB852",1789569,-327
-326,5967,"0x174F",7,-325,1564083924,"0x5D3A06D4",1789570,-325
-325,5974,"0x1756",7,-324,1565873494,"0x5D555556",1789570,-324
-324,5981,"0x175D",7,-323,1567663064,"0x5D70A3D8",1789570,-323
-323,5987,"0x1763",6,-323,1569452633,"0x5D8BF259",1789569,-323
-322,5994,"0x176A",7,-322,1571242203,"0x5DA740DB",1789570,-321
-321,6001,"0x1771",7,-320,1573031773,"0x5DC28F5D",1789570,-320
-320,6008,"0x1778",7,-319,1574821342,"0x5DDDDDDE",1789569,-320
-319,6015,"0x177F",7,-318,1576610912,"0x5DF92C60",1789570,-318
-318,6022,"0x1786",7,-317,1578400482,"0x5E147AE2",1789570,-317
-317,6028,"0x178C",6,-317,1580190051,"0x5E2FC963",1789569,-317
-316,6035,"0x1793",7,-316,1581979621,"0x5E4B17E5",1789570,-315
-315,6042,"0x179A",7,-314,1583769191,"0x5E666667",1789570,-314
-314,6049,"0x17A1",7,-313,1585558761,"0x5E81B4E9",1789570,-313
-313,6056,"0x17A8",7,-312,1587348330,"0x5E9D036A",1789569,-313
-312,6063,"0x17AF",7,-311,1589137900,"0x5EB851EC",1789570,-311
-311,6069,"0x17B5",6,-311,1590927470,"0x5ED3A06E",1789570,-310
-310,6076,"0x17BC",7,-309,1592717039,"0x5EEEEEEF",1789569,-310
-309,6083,"0x17C3",7,-308,1594506609,"0x5F0A3D71",1789570,-308
-308,6090,"0x17CA",7,-307,1596296179,"0x5F258BF3",1789570,-307
-307,6097,"0x17D1",7,-306,1598085749,"0x5F40DA75",1789570,-306
-306,6104,"0x17D8",7,-305,1599875318,"0x5F5C28F6",1789569,-306
-305,6110,"0x17DE",6,-305,1601664888,"0x5F777778",1789570,-304
-304,6117,"0x17E5",7,-303,1603454458,"0x5F92C5FA",1789570,-303
-303,6124,"0x17EC",7,-302,1605244027,"0x5FAE147B",1789569,-303
-302,6131,"0x17F3",7,-301,1607033597,"0x5FC962FD",1789570,-301
-301,6138,"0x17FA",7,-300,1608823167,"0x5FE4B17F",1789570,-300
-300,6144,"0x1800",6,-300,1610612736,"0x60000000",1789569,-300
-299,6151,"0x1807",7,-299,1612402306,"0x601B4E82",1789570,-298
-298,6158,"0x180E",7,-297,1614191876,"0x60369D04",1789570,-297
-297,6165,"0x1815",7,-296,1615981446,"0x6051EB86",1789570,-296
-296,6172,"0x181C",7,-295,1617771015,"0x606D3A07",1789569,-296
-295,6179,"0x1823",7,-294,1619560585,"0x60888889",1789570,-294
-294,6185,"0x1829",6,-294,1621350155,"0x60A3D70B",1789570,-293
-293,6192,"0x1830",7,-293,1623139724,"0x60BF258C",1789569,-293
-292,6199,"0x1837",7,-291,1624929294,"0x60DA740E",1789570,-291
-291,6206,"0x183E",7,-290,1626718864,"0x60F5C290",1789570,-290
-290,6213,"0x1845",7,-289,1628508434,"0x61111112",1789570,-289
-289,6220,"0x184C",7,-288,1630298003,"0x612C5F93",1789569,-289
-288,6226,"0x1852",6,-288,1632087573,"0x6147AE15",1789570,-287
-287,6233,"0x1859",7,-286,1633877143,"0x6162FC97",1789570,-286
-286,6240,"0x1860",7,-285,1635666712,"0x617E4B18",1789569,-286
-285,6247,"0x1867",7,-284,1637456282,"0x6199999A",1789570,-284
-284,6254,"0x186E",7,-283,1639245852,"0x61B4E81C",1789570,-283
-283,6261,"0x1875",7,-282,1641035422,"0x61D0369E",1789570,-282
-282,6267,"0x187B",6,-282,1642824991,"0x61EB851F",1789569,-281
-281,6274,"0x1882",7,-280,1644614561,"0x6206D3A1",1789570,-280
-280,6281,"0x1889",7,-279,1646404131,"0x62222223",1789570,-279
-279,6288,"0x1890",7,-278,1648193700,"0x623D70A4",1789569,-279
-278,6295,"0x1897",7,-277,1649983270,"0x6258BF26",1789570,-277
-277,6302,"0x189E",7,-276,1651772840,"0x62740DA8",1789570,-276
-276,6308,"0x18A4",6,-276,1653562409,"0x628F5C29",1789569,-276
-275,6315,"0x18AB",7,-274,1655351979,"0x62AAAAAB",1789570,-274
-274,6322,"0x18B2",7,-273,1657141549,"0x62C5F92D",1789570,-273
-273,6329,"0x18B9",7,-272,1658931119,"0x62E147AF",1789570,-272
-272,6336,"0x18C0",7,-271,1660720688,"0x62FC9630",1789569,-272
-271,6342,"0x18C6",6,-271,1662510258,"0x6317E4B2",1789570,-270
-270,6349,"0x18CD",7,-270,1664299828,"0x63333334",1789570,-269
-269,6356,"0x18D4",7,-268,1666089397,"0x634E81B5",1789569,-269
-268,6363,"0x18DB",7,-267,1667878967,"0x6369D037",1789570,-267
-267,6370,"0x18E2",7,-266,1669668537,"0x63851EB9",1789570,-266
-266,6377,"0x18E9",7,-265,1671458107,"0x63A06D3B",1789570,-265
-265,6383,"0x18EF",6,-265,1673247676,"0x63BBBBBC",1789569,-264
-264,6390,"0x18F6",7,-263,1675037246,"0x63D70A3E",1789570,-263
-263,6397,"0x18FD",7,-262,1676826816,"0x63F258C0",1789570,-262
-262,6404,"0x1904",7,-261,1678616385,"0x640DA741",1789569,-262
-261,6411,"0x190B",7,-260,1680405955,"0x6428F5C3",1789570,-260
-260,6418,"0x1912",7,-259,1682195525,"0x64444445",1789570,-259
-259,6424,"0x1918",6,-259,1683985094,"0x645F92C6",1789569,-259
-258,6431,"0x191F",7,-257,1685774664,"0x647AE148",1789570,-257
-257,6438,"0x1926",7,-256,1687564234,"0x64962FCA",1789570,-256
-256,6445,"0x192D",7,-255,1689353804,"0x64B17E4C",1789570,-255
-255,6452,"0x1934",7,-254,1691143373,"0x64CCCCCD",1789569,-255
-254,6459,"0x193B",7,-253,1692932943,"0x64E81B4F",1789570,-253
-253,6465,"0x1941",6,-253,1694722513,"0x650369D1",1789570,-252
-252,6472,"0x1948",7,-251,1696512082,"0x651EB852",1789569,-252
-251,6479,"0x194F",7,-250,1698301652,"0x653A06D4",1789570,-250
-250,6486,"0x1956",7,-249,1700091222,"0x65555556",1789570,-249
-249,6493,"0x195D",7,-248,1701880792,"0x6570A3D8",1789570,-248
-248,6499,"0x1963",6,-248,1703670361,"0x658BF259",1789569,-247
-247,6506,"0x196A",7,-247,1705459931,"0x65A740DB",1789570,-246
-246,6513,"0x1971",7,-245,1707249501,"0x65C28F5D",1789570,-245
-245,6520,"0x1978",7,-244,1709039070,"0x65DDDDDE",1789569,-245
-244,6527,"0x197F",7,-243,1710828640,"0x65F92C60",1789570,-243
-243,6534,"0x1986",7,-242,1712618210,"0x66147AE2",1789570,-242
-242,6540,"0x198C",6,-242,1714407779,"0x662FC963",1789569,-242
-241,6547,"0x1993",7,-240,1716197349,"0x664B17E5",1789570,-240
-240,6554,"0x199A",7,-239,1717986919,"0x66666667",1789570,-239
-239,6561,"0x19A1",7,-238,1719776489,"0x6681B4E9",1789570,-238
-238,6568,"0x19A8",7,-237,1721566058,"0x669D036A",1789569,-238
-237,6575,"0x19AF",7,-236,1723355628,"0x66B851EC",1789570,-236
-236,6581,"0x19B5",6,-236,1725145198,"0x66D3A06E",1789570,-235
-235,6588,"0x19BC",7,-234,1726934767,"0x66EEEEEF",1789569,-235
-234,6595,"0x19C3",7,-233,1728724337,"0x670A3D71",1789570,-233
-233,6602,"0x19CA",7,-232,1730513907,"0x67258BF3",1789570,-232
-232,6609,"0x19D1",7,-231,1732303477,"0x6740DA75",1789570,-231
-231,6616,"0x19D8",7,-230,1734093046,"0x675C28F6",1789569,-230
-230,6622,"0x19DE",6,-230,1735882616,"0x67777778",1789570,-229
-229,6629,"0x19E5",7,-228,1737672186,"0x6792C5FA",1789570,-228
-228,6636,"0x19EC",7,-227,1739461755,"0x67AE147B",1789569,-228
-227,6643,"0x19F3",7,-226,1741251325,"0x67C962FD",1789570,-226
-226,6650,"0x19FA",7,-225,1743040895,"0x67E4B17F",1789570,-225
-225,6656,"0x1A00",6,-225,1744830464,"0x68000000",1789569,-225
-224,6663,"0x1A07",7,-224,1746620034,"0x681B4E82",1789570,-223
-223,6670,"0x1A0E",7,-222,1748409604,"0x68369D04",1789570,-222
-222,6677,"0x1A15",7,-221,1750199174,"0x6851EB86",1789570,-221
-221,6684,"0x1A1C",7,-220,1751988743,"0x686D3A07",1789569,-221
-220,6691,"0x1A23",7,-219,1753778313,"0x68888889",1789570,-219
-219,6697,"0x1A29",6,-219,1755567883,"0x68A3D70B",1789570,-218
-218,6704,"0x1A30",7,-217,1757357452,"0x68BF258C",1789569,-218
-217,6711,"0x1A37",7,-216,1759147022,"0x68DA740E",1789570,-216
-216,6718,"0x1A3E",7,-215,1760936592,"0x68F5C290",1789570,-215
-215,6725,"0x1A45",7,-214,1762726162,"0x69111112",1789570,-214
-214,6732,"0x1A4C",7,-213,1764515731,"0x692C5F93",1789569,-213
-213,6738,"0x1A52",6,-213,1766305301,"0x6947AE15",1789570,-212
-212,6745,"0x1A59",7,-211,1768094871,"0x6962FC97",1789570,-211
-211,6752,"0x1A60",7,-210,1769884440,"0x697E4B18",1789569,-211
-210,6759,"0x1A67",7,-209,1771674010,"0x6999999A",1789570,-209
-209,6766,"0x1A6E",7,-208,1773463580,"0x69B4E81C",1789570,-208
-208,6773,"0x1A75",7,-207,1775253150,"0x69D0369E",1789570,-207
-207,6779,"0x1A7B",6,-207,1777042719,"0x69EB851F",1789569,-206
-206,6786,"0x1A82",7,-205,1778832289,"0x6A06D3A1",1789570,-205
-205,6793,"0x1A89",7,-204,1780621859,"0x6A222223",1789570,-204
-204,6800,"0x1A90",7,-203,1782411428,"0x6A3D70A4",1789569,-204
-203,6807,"0x1A97",7,-202,1784200998,"0x6A58BF26",1789570,-202
-202,6814,"0x1A9E",7,-201,1785990568,"0x6A740DA8",1789570,-201
-201,6820,"0x1AA4",6,-201,1787780137,"0x6A8F5C29",1789569,-201
-200,6827,"0x1AAB",7,-199,1789569707,"0x6AAAAAAB",1789570,-199
-199,6834,"0x1AB2",7,-198,1791359277,"0x6AC5F92D",1789570,-198
-198,6841,"0x1AB9",7,-197,1793148847,"0x6AE147AF",1789570,-197
-197,6848,"0x1AC0",7,-196,1794938416,"0x6AFC9630",1789569,-196
-196,6854,"0x1AC6",6,-196,1796727986,"0x6B17E4B2",1789570,-195
-195,6861,"0x1ACD",7,-194,1798517556,"0x6B333334",1789570,-194
-194,6868,"0x1AD4",7,-193,1800307125,"0x6B4E81B5",1789569,-194
-193,6875,"0x1ADB",7,-192,1802096695,"0x6B69D037",1789570,-192
-192,6882,"0x1AE2",7,-191,1803886265,"0x6B851EB9",1789570,-191
-191,6889,"0x1AE9",7,-190,1805675835,"0x6BA06D3B",1789570,-190
-190,6895,"0x1AEF",6,-190,1807465404,"0x6BBBBBBC",1789569,-189
-189,6902,"0x1AF6",7,-188,1809254974,"0x6BD70A3E",1789570,-188
-188,6909,"0x1AFD",7,-187,1811044544,"0x6BF258C0",1789570,-187
-187,6916,"0x1B04",7,-186,1812834113,"0x6C0DA741",1789569,-187
-186,6923,"0x1B0B",7,-185,1814623683,"0x6C28F5C3",1789570,-185
-185,6930,"0x1B12",7,-184,1816413253,"0x6C444445",1789570,-184
-184,6936,"0x1B18",6,-184,1818202822,"0x6C5F92C6",1789569,-184
-183,6943,"0x1B1F",7,-182,1819992392,"0x6C7AE148",1789570,-182
-182,6950,"0x1B26",7,-181,1821781962,"0x6C962FCA",1789570,-181
-181,6957,"0x1B2D",7,-180,1823571532,"0x6CB17E4C",1789570,-180
-180,6964,"0x1B34",7,-179,1825361101,"0x6CCCCCCD",1789569,-179
-179,6971,"0x1B3B",7,-178,1827150671,"0x6CE81B4F",1789570,-178
-178,6977,"0x1B41",6,-178,1828940241,"0x6D0369D1",1789570,-177
-177,6984,"0x1B48",7,-176,1830729810,"0x6D1EB852",1789569,-177
-176,6991,"0x1B4F",7,-175,1832519380,"0x6D3A06D4",1789570,-175
-175,6998,"0x1B56",7,-174,1834308950,"0x6D555556",1789570,-174
-174,7005,"0x1B5D",7,-173,1836098520,"0x6D70A3D8",1789570,-173
-173,7011,"0x1B63",6,-173,1837888089,"0x6D8BF259",1789569,-172
-172,7018,"0x1B6A",7,-171,1839677659,"0x6DA740DB",1789570,-171
-171,7025,"0x1B71",7,-170,1841467229,"0x6DC28F5D",1789570,-170
-170,7032,"0x1B78",7,-169,1843256798,"0x6DDDDDDE",1789569,-170
-169,7039,"0x1B7F",7,-168,1845046368,"0x6DF92C60",1789570,-168
-168,7046,"0x1B86",7,-167,1846835938,"0x6E147AE2",1789570,-167
-167,7052,"0x1B8C",6,-167,1848625507,"0x6E2FC963",1789569,-167
-166,7059,"0x1B93",7,-165,1850415077,"0x6E4B17E5",1789570,-165
-165,7066,"0x1B9A",7,-164,1852204647,"0x6E666667",1789570,-164
-164,7073,"0x1BA1",7,-163,1853994217,"0x6E81B4E9",1789570,-163
-163,7080,"0x1BA8",7,-162,1855783786,"0x6E9D036A",1789569,-162
-162,7087,"0x1BAF",7,-161,1857573356,"0x6EB851EC",1789570,-161
-161,7093,"0x1BB5",6,-161,1859362926,"0x6ED3A06E",1789570,-160
-160,7100,"0x1BBC",7,-159,1861152495,"0x6EEEEEEF",1789569,-160
-159,7107,"0x1BC3",7,-158,1862942065,"0x6F0A3D71",1789570,-158
-158,7114,"0x1BCA",7,-157,1864731635,"0x6F258BF3",1789570,-157
-157,7121,"0x1BD1",7,-156,1866521205,"0x6F40DA75",1789570,-156
-156,7128,"0x1BD8",7,-155,1868310774,"0x6F5C28F6",1789569,-155
-155,7134,"0x1BDE",6,-154,1870100344,"0x6F777778",1789570,-154
-154,7141,"0x1BE5",7,-153,1871889914,"0x6F92C5FA",1789570,-153
-153,7148,"0x1BEC",7,-152,1873679483,"0x6FAE147B",1789569,-153
-152,7155,"0x1BF3",7,-151,1875469053,"0x6FC962FD",1789570,-151
-151,7162,"0x1BFA",7,-150,1877258623,"0x6FE4B17F",1789570,-150
-150,7168,"0x1C00",6,-150,1879048192,"0x70000000",1789569,-150
-149,7175,"0x1C07",7,-148,1880837762,"0x701B4E82",1789570,-148
-148,7182,"0x1C0E",7,-147,1882627332,"0x70369D04",1789570,-147
-147,7189,"0x1C15",7,-146,1884416902,"0x7051EB86",1789570,-146
-146,7196,"0x1C1C",7,-145,1886206471,"0x706D3A07",1789569,-145
-145,7203,"0x1C23",7,-144,1887996041,"0x70888889",1789570,-144
-144,7209,"0x1C29",6,-144,1889785611,"0x70A3D70B",1789570,-143
-143,7216,"0x1C30",7,-142,1891575180,"0x70BF258C",1789569,-143
-142,7223,"0x1C37",7,-141,1893364750,"0x70DA740E",1789570,-141
-141,7230,"0x1C3E",7,-140,1895154320,"0x70F5C290",1789570,-140
-140,7237,"0x1C45",7,-139,1896943890,"0x71111112",1789570,-139
